one_week_supply_of_eye,laboratory_type_is_other,residents_total_admissions,staff_weekly_suspected_covid,shortage_of_nursing_staff,total_resident_covid_19_deaths_per_1_000_residents,total_number_of_occupied,residents_weekly_all_deaths,any_current_supply_of_n95,submitted_data,ventilator_dependent_unit,number_of_ventilators_in,laboratory_type_is_state,shortage_of_other_staff,any_current_supply_of_gowns,residents_weekly_confirmed,any_current_supply_of,staff_total_covid_19_deaths,residents_weekly_covid_19,staff_total_suspected_covid,one_week_supply_of_surgical,one_week_supply_of_gowns,any_current_supply_of_hand,total_resident_confirmed_covid_19_cases_per_1_000_residents,provider_name,laboratory_type_is_private,initial_confirmed_covid_19_case_this_week,resident_access_to_testing,any_current_supply_of_surgical,county,passed_quality_assurance,staff_weekly_confirmed_covid,one_week_supply_of_hand,residents_total_covid_19,staff_weekly_covid_19_deaths,provider_address,three_or_more_confirmed_and_suspected_covid_19_cases_this_week,provider_zip_code,any_current_supply_of_gloves,federal_provider_number,number_of_all_beds,residents_total_suspected,residents_weekly_suspected,residents_weekly_admissions,staff_total_confirmed_covid,one_week_supply_of_gloves,residents_total_all_deaths,provider_state,shortage_of_clinical_staff,number_of_ventilators_in_1,any_current_supply_of_eye,shortage_of_aides,one_week_supply_of_ventilator,residents_total_confirmed,one_week_supply_of_n95_masks,week_ending,total_residents_covid_19_deaths_as_a_percentage_of_confirmed_covid_19_cases,provider_city
Y,Y,0,0,N,0.0,72,0,Y,Y,N,,Y,N,Y,0,,0,0,8,Y,Y,Y,0.0,LOUISA HEALTH & REHABILITATION CENTER,Y,N,Y,Y,Louisa,Y,0,Y,0,0,210 ELM STREET,N,23093,Y,495282,90,0,0,0,1,Y,1,VA,N,,Y,N,,0,Y,2020/07/26 00:00:00,,LOUISA
Y,Y,10,0,N,64.5,124,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,661.3,CHERRYDALE HEALTH AND REHABILITATION CENTER,Y,N,Y,Y,Arlington,Y,0,N,8,0,3710 LEE HIGHWAY,N,22207,Y,495121,180,14,0,0,25,Y,13,VA,N,,Y,N,,82,Y,2020/07/19 00:00:00,9.8,ARLINGTON
Y,N,0,1,N,0.0,42,0,Y,Y,N,,Y,N,Y,0,,0,0,1,Y,Y,Y,0.0,"FRANCIS N SANDERS NURSING HOME, INC",Y,N,Y,Y,Gloucester,Y,0,Y,0,0,7385 WALKER AVE,N,23061,Y,495383,55,3,1,0,0,Y,1,VA,N,,Y,N,,0,Y,2020/06/07 00:00:00,,GLOUCESTER
Y,N,5,0,N,44.1,68,1,Y,Y,N,,N,N,Y,0,,0,1,0,Y,Y,Y,500.0,CARRINGTON PLACE AT BOTETOURT COMMONS,Y,N,Y,Y,Botetourt,Y,0,Y,3,0,290 COMMONS PARKWAY,N,24083,Y,495386,90,0,0,0,12,Y,10,VA,N,,Y,N,,34,Y,2020/07/19 00:00:00,8.8,DALEVILLE
Y,N,10,0,N,0.0,19,0,Y,Y,N,,Y,N,Y,0,,0,0,1,Y,Y,Y,52.6,THE FOUNTAINS AT WASHINGTON HOUSE,N,N,Y,Y,Alexandria City,Y,0,Y,0,0,5100 FILLMORE AVENUE,N,22311,Y,495288,54,0,0,0,4,Y,0,VA,N,,Y,N,,1,Y,2020/07/12 00:00:00,0.0,ALEXANDRIA
Y,N,0,0,N,0.0,99,2,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,FAIRMONT CROSSING HEALTH AND REHABILITATION,Y,N,Y,Y,Amherst,Y,0,Y,0,0,173 BROCKMAN PARK DRIVE,N,24521,Y,495363,120,0,0,0,0,Y,5,VA,N,,Y,N,,0,Y,2020/07/19 00:00:00,,AMHERST
N,N,0,0,N,0.0,77,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,THE REHAB CENTER AT BRISTOL,Y,N,Y,Y,Bristol City,Y,3,Y,0,0,109 VILLAGE CIRCLE,N,24201,Y,495425,90,0,0,0,3,Y,0,VA,N,,Y,N,,0,N,2020/07/05 00:00:00,,BRISTOL
Y,N,0,0,N,0.0,103,22,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,AUGUSTA NURSING & REHAB CENTER,Y,,Y,Y,Augusta,Y,0,Y,0,0,83 CROSSROADS LANE,,22939,Y,495336,112,0,0,0,0,Y,22,VA,N,,Y,N,,0,Y,2020/05/24 00:00:00,,FISHERSVILLE
Y,N,5,4,N,45.5,66,3,Y,Y,N,,Y,N,Y,15,,0,3,4,Y,Y,Y,227.3,AUTUMN CARE OF SUFFOLK,Y,,Y,Y,Suffolk City,Y,2,Y,3,0,2580 PRUDEN BOULEVARD,,23434,Y,495258,120,17,17,5,2,Y,3,VA,N,,Y,N,,15,Y,2020/05/24 00:00:00,20.0,SUFFOLK
Y,N,11,0,N,297.3,37,2,Y,Y,N,,Y,N,Y,0,,0,2,31,Y,Y,Y,1108.1,ENVOY AT THE VILLAGE,N,N,Y,Y,Fluvanna,Y,0,Y,11,0,4238 JAMES MADSON HIGHWAY,N,23055,Y,495230,60,1,0,0,18,Y,11,VA,N,,Y,N,,41,Y,2020/05/31 00:00:00,26.8,FORK UNION
Y,Y,3,0,Y,0.0,73,0,Y,Y,N,,N,Y,Y,0,,0,0,0,Y,N,Y,0.0,ACCORDIUS HEALTH AT HARRISONBURG LLC,Y,,Y,Y,Harrisonburg City,Y,0,Y,0,0,94 SOUTH AVENUE,,22801,Y,495146,117,0,0,3,0,Y,0,VA,N,,Y,Y,,0,Y,2020/05/24 00:00:00,,HARRISONBURG
Y,N,3,2,N,229.9,87,3,Y,Y,N,,Y,N,Y,1,,0,3,23,Y,N,Y,896.6,CARRIAGE HILL HEALTH AND REHAB CENTER,Y,N,Y,Y,Spotsylvania,Y,3,Y,20,0,6106 HEALTH CENTER LANE,Y,22407,Y,495396,150,54,4,2,34,Y,42,VA,N,,Y,N,,78,N,2020/07/05 00:00:00,25.6,FREDERICKSBURG
Y,N,0,0,N,0.0,46,0,Y,Y,N,,N,Y,Y,0,,0,0,7,Y,Y,Y,0.0,THE WYBE AND MARIETJE KROONTJE HEALTH CARE CENTER,Y,N,Y,Y,Montgomery,Y,0,Y,0,0,1000 LITTON LANE,N,24060,Y,495406,60,4,2,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/06/07 00:00:00,,BLACKSBURG
Y,N,0,0,N,0.0,50,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,WOODHAVEN HALL AT WILLIAMSBURG LANDING,Y,N,Y,Y,James City,Y,0,Y,0,0,5500 WILLIAMSBURG LANDING DR,N,23185,Y,495184,73,0,0,0,1,Y,0,VA,N,,Y,N,,0,Y,2020/06/14 00:00:00,,WILLIAMSBURG
Y,Y,0,2,N,0.0,85,2,Y,Y,N,,Y,N,Y,0,,0,0,2,Y,Y,Y,0.0,STANLEYTOWN HEALTH AND REHABILITATION CENTER,Y,N,Y,Y,Henry,Y,0,Y,0,0,240 RIVERSIDE DRIVE,N,24055,Y,495216,120,1,0,0,0,Y,5,VA,N,,Y,N,,0,Y,2020/06/14 00:00:00,,BASSETT
Y,Y,0,0,N,0.0,106,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,FREDERICKSBURG HEALTH AND REHAB,N,N,Y,Y,Spotsylvania,Y,0,Y,0,0,3900 PLANK ROAD,N,22407,Y,495240,140,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/06/14 00:00:00,,FREDERICKSBURG
Y,N,0,2,N,0.0,103,1,Y,Y,N,,N,N,Y,0,,0,0,11,Y,Y,Y,0.0,WESTMINSTER-CANTERBURY OF LYNCHBURG INC,Y,N,Y,Y,Lynchburg City,Y,1,Y,0,0,501 VES RD,N,24503,Y,495120,105,0,0,0,3,Y,15,VA,N,,Y,N,,0,Y,2020/07/19 00:00:00,,LYNCHBURG
Y,N,15,0,N,236.4,55,0,Y,Y,N,,Y,N,Y,0,,0,0,4,Y,Y,Y,490.9,THE VIRGINIAN,Y,N,Y,Y,Fairfax City,Y,0,Y,13,0,9229 ARLINGTON BLVD,N,22031,Y,495319,81,15,0,0,20,Y,17,VA,N,,Y,N,,27,Y,2020/07/26 00:00:00,48.1,FAIRFAX
Y,N,0,1,N,0.0,32,0,Y,Y,N,,N,N,Y,0,,0,0,2,Y,Y,Y,0.0,RAPPAHANNOCK WESTMINSTER CANTE,Y,N,Y,Y,Lancaster,Y,0,Y,0,0,132  LANCASTER DRIVE,N,22480,Y,495160,42,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/05/31 00:00:00,,IRVINGTON
Y,N,3,0,N,300.0,60,1,Y,Y,N,,Y,N,Y,1,,0,1,1,N,N,Y,116.7,LEEWOOD HEALTHCARE CENTER,Y,N,Y,Y,Fairfax,Y,9,Y,18,0,7120 BRADDOCK ROAD,N,22003,Y,495337,132,3,0,0,14,Y,21,VA,N,,Y,N,,7,N,2020/06/07 00:00:00,257.1,ANNANDALE
Y,N,0,0,N,0.0,164,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,VIRGINIA VETERANS CARE CENTER,Y,N,Y,Y,Roanoke City,Y,0,Y,0,0,4550 SHENANDOAH AVE N W,N,24017,Y,495274,196,0,0,0,1,Y,1,VA,N,,Y,N,,0,Y,2020/06/28 00:00:00,,ROANOKE
Y,N,0,10,N,0.0,122,0,Y,Y,N,,Y,N,Y,0,,0,0,54,Y,Y,Y,0.0,HERITAGE HALL BLACKSBURG,N,N,Y,Y,Montgomery,Y,0,Y,0,0,3610 SOUTH MAIN STREET,N,24060,Y,495356,179,3,0,0,0,Y,4,VA,N,,Y,N,,0,Y,2020/07/05 00:00:00,,BLACKSBURG
Y,N,0,0,N,0.0,133,0,Y,Y,N,,Y,N,Y,0,,0,0,81,Y,Y,Y,22.6,JAMES RIVER CONVALESCENT CENTE,Y,N,Y,Y,Newport News City,Y,0,Y,0,0,540 ABERTHAW AVENUE,N,23601,Y,495286,154,114,0,0,1,Y,46,VA,N,,Y,N,,3,Y,2020/07/05 00:00:00,0.0,NEWPORT NEWS
,,,,,,,,,N,,,,,,,,,,,,,,,"BON SECOURS DEPAUL,TCC",,,,,Norfolk City,,,,,,150 KINGSLEY LANE,,23505,,495346,,,,,,,,VA,,,,,,,,2020/05/24 00:00:00,,NORFOLK
Y,N,0,0,N,0.0,97,0,Y,Y,N,,Y,N,Y,0,,0,0,13,Y,Y,Y,0.0,LEE HEALTH AND REHAB CENTER,N,N,Y,Y,Lee,Y,0,Y,0,0,208 HEALTH CARE DRIVE,Y,24277,Y,495352,110,7,4,0,0,Y,12,VA,N,,Y,N,,0,Y,2020/06/21 00:00:00,,PENNINGTON GAP
Y,N,26,0,Y,235.3,85,0,Y,Y,N,,Y,N,Y,0,,0,0,7,Y,Y,Y,870.6,SKYVIEW SPRINGS REHAB AND NURSING CENTER,N,N,Y,Y,Page,Y,2,Y,20,0,30 MONTVUE DRIVE,N,22835,Y,495255,120,39,0,3,38,Y,30,VA,N,,Y,Y,,74,Y,2020/06/28 00:00:00,27.0,LURAY
N,N,4,0,N,39.2,102,0,N,Y,N,,Y,N,N,0,,0,0,11,N,N,Y,127.5,MANASSAS HEALTH AND REHAB CENTER,Y,N,Y,N,Manassas City,Y,0,Y,4,0,8575 RIXLEW LANE,Y,20109,Y,495038,120,55,3,0,4,Y,7,VA,N,,N,N,,13,N,2020/07/19 00:00:00,30.8,MANASSAS
Y,N,0,1,N,0.0,107,0,Y,Y,N,,N,N,Y,0,,0,0,4,Y,Y,Y,0.0,AUTUMN CARE OF ALTAVISTA,Y,N,Y,Y,Campbell,Y,0,Y,0,0,1317 LOLA AVE,N,24517,Y,495196,111,3,1,0,1,Y,9,VA,N,,Y,N,,0,Y,2020/07/26 00:00:00,,ALTAVISTA
Y,N,0,0,N,0.0,70,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,SHENANDOAH VALLEY HEALTH AND REHAB,Y,N,Y,Y,Buena Vista City,Y,0,Y,0,0,"3737 CATALPA AVE, PO BOX 711",N,24416,Y,495168,93,0,0,0,0,Y,4,VA,N,,Y,N,,0,N,2020/06/28 00:00:00,,BUENA VISTA
Y,N,2,0,N,0.0,90,1,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,ACCORDIUS HEALTH AT RIVER POINTE LLC,Y,N,Y,Y,Virginia Beach City,Y,0,Y,0,0,4142 BONNEY ROAD,N,23452,Y,495241,138,11,0,0,2,Y,6,VA,N,,Y,N,,0,Y,2020/07/12 00:00:00,,VIRGINIA BEACH
Y,Y,0,1,N,0.0,36,1,Y,Y,N,,Y,N,Y,0,,0,0,1,N,N,Y,0.0,BAYSIDE HEALTH & REHABILITATION CENTER,Y,N,Y,Y,Virginia Beach City,Y,0,Y,0,0,1004 INDEPENDENCE BLVD,N,23455,Y,495213,60,8,0,0,1,Y,2,VA,N,,Y,N,,0,N,2020/07/05 00:00:00,,VIRGINIA BEACH
Y,Y,0,0,N,0.0,105,0,Y,Y,N,,Y,N,Y,0,,0,0,2,Y,Y,Y,0.0,RALEIGH COURT HEALTH AND REHABILITATION CENTER,Y,N,Y,Y,Roanoke City,Y,0,Y,0,0,1527 GRANDIN ROAD SOUTHWEST,N,24015,Y,495209,120,0,0,0,1,Y,0,VA,N,,Y,N,,0,Y,2020/07/26 00:00:00,,ROANOKE
Y,N,0,0,N,0.0,37,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,SNYDER NURSING HOME,Y,N,Y,Y,Salem City,Y,0,Y,0,0,11 NORTH BROAD ST,N,24153,Y,49E076,45,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/07/12 00:00:00,,SALEM
Y,N,6,0,N,11.5,260,2,Y,Y,Y,35,Y,N,Y,0,Y,0,0,10,Y,Y,Y,115.4,WOODBINE REHABILITATION & HEALTHCARE CENTER,Y,N,Y,Y,Alexandria City,Y,1,Y,3,0,2729 KING ST,N,22302,Y,495019,307,14,0,0,22,Y,34,VA,N,0,Y,N,Y,30,N,2020/07/26 00:00:00,10.0,ALEXANDRIA
Y,N,2,0,N,11.9,84,0,Y,Y,N,,Y,N,Y,0,,0,0,1,Y,Y,Y,47.6,AUTUMN CARE OF CHESAPEAKE,Y,N,Y,Y,Chesapeake City,Y,0,Y,1,0,715 ARGYLL ST,N,23320,Y,495256,117,2,0,0,21,Y,4,VA,N,,Y,N,,4,Y,2020/07/26 00:00:00,25.0,CHESAPEAKE
Y,Y,4,0,N,53.3,75,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,480.0,HENRICO HEALTH & REHABILITATION CENTER,Y,N,Y,Y,Henrico,Y,0,Y,4,0,561 NORTH AIRPORT DRIVE,N,23075,Y,495193,120,1,0,0,24,Y,4,VA,N,,Y,N,,36,Y,2020/07/19 00:00:00,11.1,HIGHLAND SPRINGS
Y,N,5,0,N,0.0,61,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,852.5,SOUTH ROANOKE NURSING HOME,Y,N,Y,Y,Roanoke City,Y,0,Y,0,0,"3823 FRANKLIN RD, SW",N,24014,Y,495002,98,1,0,0,32,Y,14,VA,N,,Y,N,,52,Y,2020/06/21 00:00:00,0.0,ROANOKE
N,N,1,0,Y,0.0,20,0,Y,Y,N,,Y,Y,Y,0,,0,0,0,Y,Y,Y,0.0,"LAKE PRINCE WOODS, INC",Y,N,Y,Y,Suffolk City,Y,0,Y,0,0,100 ANNA GOODE WAY,N,23434,Y,495366,40,0,0,0,0,Y,0,VA,Y,,Y,Y,,0,N,2020/07/05 00:00:00,,SUFFOLK
Y,N,0,1,N,0.0,75,1,Y,Y,N,,N,N,Y,0,,0,0,1,Y,Y,Y,0.0,CHATHAM HEALTH & REHABILITATION CENTER,Y,N,Y,Y,Pittsylvania,Y,0,Y,0,0,100 RORER STREET,N,24531,Y,495399,85,7,0,0,0,Y,6,VA,N,,Y,N,,0,Y,2020/07/19 00:00:00,,CHATHAM
Y,N,0,0,N,0.0,127,1,Y,Y,N,,Y,N,Y,0,,0,0,26,Y,N,Y,0.0,WALTER REED CONVALESCENT AND REHABILITATION CENTER,N,N,Y,Y,Gloucester,Y,0,Y,0,0,POST OFFICE BOX 887,N,23061,Y,495276,181,25,0,0,1,Y,2,VA,N,,Y,N,,0,N,2020/06/07 00:00:00,,GLOUCESTER
Y,N,0,0,N,0.0,162,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,BLUE RIDGE THERAPY CONNECTION,Y,N,Y,Y,Patrick,Y,0,Y,0,0,105 LANDMARK DRIVE,N,24171,Y,495306,175,0,0,0,0,Y,0,VA,N,,Y,Y,,0,Y,2020/07/05 00:00:00,,STUART
Y,N,0,0,N,0.0,132,0,Y,Y,N,,Y,N,Y,0,,0,0,8,Y,Y,Y,0.0,ENVOY OF WESTOVER HILLS,N,N,Y,Y,Richmond City,Y,0,Y,0,0,4403 FOREST HILL AVENUE,N,23225,Y,495327,174,1,0,0,0,Y,11,VA,N,,Y,Y,,0,Y,2020/07/05 00:00:00,,RICHMOND
Y,N,0,0,Y,0.0,59,0,Y,Y,N,,Y,N,Y,0,,0,0,1,Y,Y,Y,0.0,"ENVOY OF WINCHESTER, LLC",N,N,Y,Y,Frederick,Y,0,Y,0,0,110 LAUCK DR,N,22603,Y,495389,60,0,0,0,2,Y,0,VA,N,,Y,N,,0,N,2020/07/05 00:00:00,,WINCHESTER
Y,Y,2,0,N,123.5,81,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,321.0,"ENVOY OF ALEXANDRIA, LLC",Y,N,Y,Y,Alexandria City,Y,0,Y,10,0,900 VIRGINIA AVENUE,N,22302,Y,495203,111,3,0,0,27,Y,11,VA,N,,Y,N,,26,Y,2020/07/19 00:00:00,38.5,ALEXANDRIA
Y,Y,3,0,Y,250.0,40,2,Y,Y,N,,Y,Y,Y,0,,0,2,4,Y,Y,Y,975.0,HILLSVILLE HEALTH & REHAB CENTER,Y,N,Y,Y,Carroll,Y,0,Y,10,0,222 FULCHER STREET,N,24343,Y,495187,60,7,0,0,24,Y,10,VA,Y,,Y,Y,,39,Y,2020/06/28 00:00:00,25.6,HILLSVILLE
Y,N,7,2,N,0.0,79,1,Y,Y,N,,N,N,Y,1,,0,0,6,Y,Y,Y,12.7,SENTARA NURSING CENTER VA BEAC,Y,Y,Y,Y,Virginia Beach City,Y,0,Y,0,0,3750 SENTARA WAY,N,23452,Y,495270,116,1,1,3,0,Y,1,VA,N,,Y,N,,1,Y,2020/05/31 00:00:00,0.0,VIRGINIA BEACH
Y,N,0,0,N,0.0,74,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,FAUQUIER HEALTH REHABILITATION & NURSING CENTER,Y,N,Y,Y,Fauquier,Y,0,Y,0,0,360 HOSPITAL DRIVE,N,20186,Y,495233,113,2,0,0,1,Y,1,VA,N,,Y,N,,0,Y,2020/07/26 00:00:00,,WARRENTON
Y,N,0,0,N,0.0,52,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,STRATFORD HEALTHCARE CENTER,Y,N,Y,Y,Danville City,Y,0,Y,0,0,508 RISON STREET,N,24541,Y,495166,60,0,0,0,0,Y,8,VA,N,,Y,N,,0,Y,2020/07/12 00:00:00,,DANVILLE
Y,N,0,0,N,23.8,84,2,Y,Y,N,,Y,N,Y,11,,0,2,6,Y,Y,Y,131.0,WELLSPRINGS AT AMELIA,Y,Y,Y,Y,Amelia,Y,4,Y,2,0,8830 VIRGINIA STREET,Y,23002,Y,495358,100,2,1,0,8,Y,3,VA,N,,Y,N,,11,Y,2020/07/26 00:00:00,18.2,AMELIA
N,N,0,0,N,0.0,78,0,Y,Y,N,,N,N,Y,0,,0,0,0,N,Y,Y,0.0,THE REHAB CENTER AT BRISTOL,Y,N,Y,Y,Bristol City,Y,0,Y,0,0,109 VILLAGE CIRCLE,N,24201,Y,495425,90,0,0,0,10,Y,4,VA,N,,Y,N,,0,N,2020/07/26 00:00:00,,BRISTOL
Y,Y,1,0,N,0.0,108,0,Y,Y,N,,Y,N,Y,0,,0,0,1,N,Y,Y,0.0,PRINCESS ANNE HEALTH & REHABILITATION CENTER,Y,N,Y,Y,Virginia Beach City,Y,0,N,0,0,1948 LANDSTOWN CENTRE WAY,N,23456,Y,495418,120,6,0,0,0,Y,2,VA,N,,Y,N,,0,Y,2020/07/26 00:00:00,,VIRGINIA BEACH
Y,N,0,0,N,0.0,92,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,PORTSIDE HEALTH & REHAB CENTER,Y,N,Y,Y,Portsmouth City,Y,0,Y,0,0,4201 GREENWOOD DRIVE,N,23701,Y,495201,132,3,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/05/31 00:00:00,,PORTSMOUTH
Y,N,31,0,N,16.8,119,0,Y,Y,N,,N,N,Y,0,,0,0,4,Y,Y,Y,109.2,MANORCARE HEALTH SERVICES-ARLINGTON,Y,N,Y,Y,Arlington,Y,0,Y,2,0,550 SOUTH CARLIN SPRINGS ROAD,N,22204,Y,495102,157,32,1,0,2,Y,7,VA,N,,Y,N,,13,Y,2020/07/12 00:00:00,15.4,ARLINGTON
N,Y,0,0,N,0.0,95,0,Y,Y,N,,Y,N,Y,0,,0,0,12,N,N,Y,0.0,FRANKLIN HEALTH AND REHABILITATION CENTER,Y,N,Y,Y,Franklin,Y,0,N,0,0,720 ORCHARD AVENUE,N,24151,Y,495207,120,5,0,0,3,N,9,VA,N,,Y,N,,0,N,2020/07/26 00:00:00,,ROCKY MOUNT
N,N,17,0,N,84.9,106,0,Y,Y,N,,Y,N,Y,0,,0,0,0,N,N,Y,264.2,WONDER CITY REHABILITATION AND NURSING CENTER,Y,N,Y,Y,Hopewell City,Y,0,Y,9,0,905 COUSINS AVENUE,N,23860,Y,495123,130,5,0,4,7,Y,11,VA,N,,Y,Y,,28,N,2020/07/26 00:00:00,32.1,HOPEWELL
Y,Y,0,0,N,0.0,107,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,ACCORDIUS HEALTH AT NANSEMOND POINTE LLC,Y,N,Y,Y,Suffolk City,Y,0,Y,0,0,200 WEST CONSTANCE ROAD,N,23434,Y,495247,148,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/06/21 00:00:00,,SUFFOLK
,,,,,,,,,Y,,,,,,,,,,,,,,,CONSULATE HEALTH CARE OF WOODSTOCK,,,,,Shenandoah,N,,,,,803 SOUTH MAIN ST,,22664,,495315,,,,,,,,VA,,,,,,,,2020/07/12 00:00:00,,WOODSTOCK
Y,N,2,0,N,0.0,43,1,Y,Y,N,,N,N,Y,0,,0,0,0,Y,N,Y,0.0,SHENANDOAH VLY WESTMINSTER-CANTERBURY,Y,,Y,Y,Frederick,Y,1,Y,0,0,300 WESTMINSTER CANTERBURY DR,,22603,Y,495165,51,0,0,2,1,Y,1,VA,N,,Y,N,,0,Y,2020/05/24 00:00:00,,WINCHESTER
Y,N,0,0,N,0.0,20,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,N,Y,0.0,HARBOR'S EDGE,Y,N,Y,Y,Norfolk City,Y,0,Y,0,0,ONE COLLEY AVENUE,N,23510,Y,495395,33,0,0,0,0,Y,9,VA,N,,Y,N,,0,N,2020/06/07 00:00:00,,NORFOLK
Y,Y,0,0,N,0.0,128,2,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,EVERGREEN HEALTH AND REHAB,Y,N,Y,Y,Winchester City,Y,0,Y,0,0,380 MILLWOOD AVENUE,N,22601,Y,495142,176,0,0,0,0,Y,5,VA,N,,Y,N,,0,Y,2020/07/19 00:00:00,,WINCHESTER
Y,N,0,0,N,0.0,36,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,MOUNTAIN VIEW NURSING HOME,Y,N,Y,Y,Madison,Y,0,Y,0,0,1776 ELLY ROAD,N,22709,Y,49E050,40,0,0,0,0,Y,1,VA,N,,Y,N,,0,Y,2020/07/19 00:00:00,,ARODA
Y,N,20,0,N,213.7,131,0,Y,Y,N,,Y,N,Y,0,,1,0,1,Y,Y,Y,687.0,ANNANDALE  HEALTHCARE CENTER,Y,N,Y,Y,Fairfax,Y,0,Y,28,0,6700 COLUMBIA PIKE,N,22003,Y,495155,222,2,0,0,51,Y,28,VA,N,,Y,N,,90,Y,2020/07/19 00:00:00,31.1,ANNANDALE
Y,N,0,0,N,0.0,50,0,Y,Y,N,,N,N,Y,0,,0,0,1,Y,N,Y,0.0,WESTWOOD CENTER,Y,N,Y,Y,Tazewell,Y,0,Y,0,0,WESTWOOD MEDICAL PARK,N,24605,Y,495200,65,0,0,0,0,Y,7,VA,N,,Y,N,,0,N,2020/05/31 00:00:00,,BLUEFIELD
Y,N,0,0,N,0.0,145,0,Y,Y,N,,N,N,Y,0,,0,0,14,Y,Y,Y,0.0,VALLEY REHABILITATION AND NURSING CENTER,Y,N,Y,Y,Smyth,Y,1,Y,0,0,940 EAST LEE HIGHWAY,N,24319,Y,495133,180,3,0,0,1,Y,12,VA,N,,Y,N,,0,Y,2020/07/26 00:00:00,,CHILHOWIE
Y,N,0,0,N,0.0,66,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,"ENVOY OF LAWRENCEVILLE, LLC",Y,N,Y,Y,Brunswick,Y,0,Y,0,0,1722 LAWRENCEVILLE PLANK ROAD,N,23868,Y,495192,77,0,0,0,0,Y,1,VA,N,,Y,N,,0,Y,2020/06/28 00:00:00,,LAWRENCEVILLE
Y,N,1,1,Y,0.0,51,1,Y,Y,N,,Y,N,Y,0,,0,0,4,Y,Y,Y,19.6,HIRAM W DAVIS MEDICAL CTR,N,N,Y,Y,Petersburg City,Y,0,Y,0,0,26317 WEST WASHINGTON STREET,N,23803,Y,495113,90,2,1,1,0,Y,5,VA,N,,Y,Y,,1,Y,2020/06/07 00:00:00,0.0,PETERSBURG
Y,N,0,0,N,0.0,66,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,"ENVOY OF LAWRENCEVILLE, LLC",Y,N,Y,Y,Brunswick,Y,0,Y,0,0,1722 LAWRENCEVILLE PLANK ROAD,N,23868,Y,495192,77,0,0,0,0,Y,1,VA,N,,Y,N,,0,Y,2020/07/12 00:00:00,,LAWRENCEVILLE
Y,N,4,1,N,116.9,77,4,Y,Y,N,,Y,N,Y,2,,0,2,3,Y,Y,Y,168.8,POTOMAC FALLS HEALTH & REHAB CENTER,Y,N,Y,Y,Loudoun,Y,0,Y,9,0,46531 HARRY BYRD HIGHWAY,Y,20164,Y,495179,148,2,2,0,4,Y,13,VA,N,,Y,N,,13,Y,2020/05/31 00:00:00,69.2,STERLING
Y,N,0,0,N,0.0,49,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,COVENANT WOODS NURSING HOME,Y,N,Y,Y,Hanover,Y,0,Y,0,0,7090 COVENANT WOODS DRIVE,N,23111,Y,495419,62,0,0,0,1,Y,0,VA,N,,Y,N,,0,Y,2020/06/21 00:00:00,,MECHANICSVILLE
Y,N,0,0,N,0.0,109,1,Y,Y,N,,N,N,Y,0,,0,0,6,Y,Y,Y,0.0,ROCKY MOUNT HEALTH & REHAB CENTER,Y,N,Y,Y,Franklin,Y,0,Y,0,0,300 HATCHER STREET,N,24151,Y,495118,180,2,0,0,0,Y,5,VA,N,,Y,N,,0,Y,2020/06/14 00:00:00,,ROCKY MOUNT
