"﻿Report Date","VDH Health Region","Percent of CLI Visits","Count of CLI Visits","Geography Name","Facility Type","Week End Date","Geography Type"
7/20/2020,"Northern Region",17,33,Arlington,"Urgent Care",4/25/2020,"Health District"
7/20/2020,"Northern Region",11,19,Arlington,"Urgent Care",4/18/2020,"Health District"
7/20/2020,"Northern Region",11,24,Arlington,"Urgent Care",4/11/2020,"Health District"
7/20/2020,"Northern Region",10,21,Arlington,"Urgent Care",4/4/2020,"Health District"
7/20/2020,"Northern Region",11,30,Arlington,"Urgent Care",3/28/2020,"Health District"
7/20/2020,"Northern Region",9,35,Arlington,"Urgent Care",3/21/2020,"Health District"
7/20/2020,"Northern Region",8,51,Arlington,"Urgent Care",3/14/2020,"Health District"
7/20/2020,"Northern Region",9,62,Arlington,"Urgent Care",3/7/2020,"Health District"
7/20/2020,"Northern Region",5,34,Arlington,"Emergency Department",7/18/2020,"Health District"
7/20/2020,"Northern Region",6,41,Arlington,"Emergency Department",7/11/2020,"Health District"
7/20/2020,"Northern Region",7,46,Arlington,"Emergency Department",7/4/2020,"Health District"
7/20/2020,"Northern Region",5,32,Arlington,"Emergency Department",6/27/2020,"Health District"
7/20/2020,"Northern Region",6,35,Arlington,"Emergency Department",6/20/2020,"Health District"
7/20/2020,"Northern Region",6,34,Arlington,"Emergency Department",6/13/2020,"Health District"
7/20/2020,"Northern Region",9,57,Arlington,"Emergency Department",6/6/2020,"Health District"
7/20/2020,"Northern Region",11,72,Arlington,"Emergency Department",5/30/2020,"Health District"
7/20/2020,"Northern Region",16,92,Arlington,"Emergency Department",5/23/2020,"Health District"
7/20/2020,"Northern Region",18,103,Arlington,"Emergency Department",5/16/2020,"Health District"
7/20/2020,"Northern Region",21,130,Arlington,"Emergency Department",5/9/2020,"Health District"
7/20/2020,"Northern Region",24,131,Arlington,"Emergency Department",5/2/2020,"Health District"
7/20/2020,"Northern Region",25,132,Arlington,"Emergency Department",4/25/2020,"Health District"
7/20/2020,"Northern Region",18,89,Arlington,"Emergency Department",4/18/2020,"Health District"
7/20/2020,"Northern Region",22,110,Arlington,"Emergency Department",4/11/2020,"Health District"
7/20/2020,"Northern Region",16,81,Arlington,"Emergency Department",4/4/2020,"Health District"
7/20/2020,"Northern Region",18,96,Arlington,"Emergency Department",3/28/2020,"Health District"
7/20/2020,"Northern Region",17,133,Arlington,"Emergency Department",3/21/2020,"Health District"
7/20/2020,"Northern Region",10,99,Arlington,"Emergency Department",3/14/2020,"Health District"
7/20/2020,"Northern Region",5,44,Arlington,"Emergency Department",3/7/2020,"Health District"
7/20/2020,"Southwest Region",0,0,"Mount Rogers","Urgent Care",7/18/2020,"Health District"
7/20/2020,"Southwest Region",2,2,"Mount Rogers","Urgent Care",7/11/2020,"Health District"
7/20/2020,"Southwest Region",2,2,"Mount Rogers","Urgent Care",7/4/2020,"Health District"
7/20/2020,"Southwest Region",4,4,"Mount Rogers","Urgent Care",6/27/2020,"Health District"
7/20/2020,"Southwest Region",4,4,"Mount Rogers","Urgent Care",6/20/2020,"Health District"
7/20/2020,"Southwest Region",1,1,"Mount Rogers","Urgent Care",6/13/2020,"Health District"
7/20/2020,"Southwest Region",3,1,"Mount Rogers","Urgent Care",6/6/2020,"Health District"
7/20/2020,"Southwest Region",0,0,"Mount Rogers","Urgent Care",5/30/2020,"Health District"
7/20/2020,"Southwest Region",0,0,"Mount Rogers","Urgent Care",5/23/2020,"Health District"
7/20/2020,"Southwest Region",0,0,"Mount Rogers","Urgent Care",5/16/2020,"Health District"
7/20/2020,"Southwest Region",17,1,"Mount Rogers","Urgent Care",5/9/2020,"Health District"
7/20/2020,"Southwest Region",0,0,"Mount Rogers","Urgent Care",5/2/2020,"Health District"
7/20/2020,"Southwest Region",0,0,"Mount Rogers","Urgent Care",4/25/2020,"Health District"
7/20/2020,"Southwest Region",0,0,"Mount Rogers","Urgent Care",4/18/2020,"Health District"
7/20/2020,"Southwest Region",0,0,"Mount Rogers","Urgent Care",4/11/2020,"Health District"
7/20/2020,"Southwest Region",0,0,"Mount Rogers","Urgent Care",4/4/2020,"Health District"
7/20/2020,"Southwest Region",13,1,"Mount Rogers","Urgent Care",3/28/2020,"Health District"
7/20/2020,"Southwest Region",10,1,"Mount Rogers","Urgent Care",3/21/2020,"Health District"
7/20/2020,"Southwest Region",7,1,"Mount Rogers","Urgent Care",3/14/2020,"Health District"
7/20/2020,"Southwest Region",0,0,"Mount Rogers","Urgent Care",3/7/2020,"Health District"
7/20/2020,"Southwest Region",3,41,"Mount Rogers","Emergency Department",7/18/2020,"Health District"
7/20/2020,"Southwest Region",3,46,"Mount Rogers","Emergency Department",7/11/2020,"Health District"
7/20/2020,"Southwest Region",3,47,"Mount Rogers","Emergency Department",7/4/2020,"Health District"
7/20/2020,"Southwest Region",4,55,"Mount Rogers","Emergency Department",6/27/2020,"Health District"
7/20/2020,"Southwest Region",3,46,"Mount Rogers","Emergency Department",6/20/2020,"Health District"
7/20/2020,"Southwest Region",3,39,"Mount Rogers","Emergency Department",6/13/2020,"Health District"
7/20/2020,"Southwest Region",4,46,"Mount Rogers","Emergency Department",6/6/2020,"Health District"
7/20/2020,"Southwest Region",4,49,"Mount Rogers","Emergency Department",5/30/2020,"Health District"
7/20/2020,"Southwest Region",3,38,"Mount Rogers","Emergency Department",5/23/2020,"Health District"
7/20/2020,"Southwest Region",3,33,"Mount Rogers","Emergency Department",5/16/2020,"Health District"
7/20/2020,"Southwest Region",3,36,"Mount Rogers","Emergency Department",5/9/2020,"Health District"
7/20/2020,"Southwest Region",3,31,"Mount Rogers","Emergency Department",5/2/2020,"Health District"
7/20/2020,"Southwest Region",4,41,"Mount Rogers","Emergency Department",4/25/2020,"Health District"
7/20/2020,"Southwest Region",5,43,"Mount Rogers","Emergency Department",4/18/2020,"Health District"
7/20/2020,"Southwest Region",6,63,"Mount Rogers","Emergency Department",4/11/2020,"Health District"
7/20/2020,"Southwest Region",8,79,"Mount Rogers","Emergency Department",4/4/2020,"Health District"
7/20/2020,"Southwest Region",8,84,"Mount Rogers","Emergency Department",3/28/2020,"Health District"
7/20/2020,"Southwest Region",7,97,"Mount Rogers","Emergency Department",3/21/2020,"Health District"
7/20/2020,"Southwest Region",4,72,"Mount Rogers","Emergency Department",3/14/2020,"Health District"
7/20/2020,"Southwest Region",5,84,"Mount Rogers","Emergency Department",3/7/2020,"Health District"
7/20/2020,"Eastern Region",24,638,"Virginia Beach","Urgent Care",7/18/2020,"Health District"
7/20/2020,"Eastern Region",21,574,"Virginia Beach","Urgent Care",7/11/2020,"Health District"
7/20/2020,"Eastern Region",20,485,"Virginia Beach","Urgent Care",7/4/2020,"Health District"
7/20/2020,"Eastern Region",18,366,"Virginia Beach","Urgent Care",6/27/2020,"Health District"
7/20/2020,"Eastern Region",16,299,"Virginia Beach","Urgent Care",6/20/2020,"Health District"
7/20/2020,"Eastern Region",12,232,"Virginia Beach","Urgent Care",6/13/2020,"Health District"
7/20/2020,"Eastern Region",16,304,"Virginia Beach","Urgent Care",6/6/2020,"Health District"
7/20/2020,"Eastern Region",18,341,"Virginia Beach","Urgent Care",5/30/2020,"Health District"
7/20/2020,"Eastern Region",15,261,"Virginia Beach","Urgent Care",5/23/2020,"Health District"
7/20/2020,"Eastern Region",11,175,"Virginia Beach","Urgent Care",5/16/2020,"Health District"
7/20/2020,"Eastern Region",8,124,"Virginia Beach","Urgent Care",5/9/2020,"Health District"
7/20/2020,"Eastern Region",7,98,"Virginia Beach","Urgent Care",5/2/2020,"Health District"
7/20/2020,"Eastern Region",4,53,"Virginia Beach","Urgent Care",4/25/2020,"Health District"
7/20/2020,"Eastern Region",2,25,"Virginia Beach","Urgent Care",4/18/2020,"Health District"
7/20/2020,"Eastern Region",3,42,"Virginia Beach","Urgent Care",4/11/2020,"Health District"
7/20/2020,"Eastern Region",5,58,"Virginia Beach","Urgent Care",4/4/2020,"Health District"
7/20/2020,"Eastern Region",6,95,"Virginia Beach","Urgent Care",3/28/2020,"Health District"
7/20/2020,"Eastern Region",7,153,"Virginia Beach","Urgent Care",3/21/2020,"Health District"
7/20/2020,"Eastern Region",9,290,"Virginia Beach","Urgent Care",3/14/2020,"Health District"
7/20/2020,"Eastern Region",8,275,"Virginia Beach","Urgent Care",3/7/2020,"Health District"
7/20/2020,"Eastern Region",9,327,"Virginia Beach","Emergency Department",7/18/2020,"Health District"
7/20/2020,"Eastern Region",8,271,"Virginia Beach","Emergency Department",7/11/2020,"Health District"
7/20/2020,"Eastern Region",6,170,"Virginia Beach","Emergency Department",7/4/2020,"Health District"
7/20/2020,"Eastern Region",4,94,"Virginia Beach","Emergency Department",6/27/2020,"Health District"
7/20/2020,"Eastern Region",3,79,"Virginia Beach","Emergency Department",6/20/2020,"Health District"
7/20/2020,"Eastern Region",2,66,"Virginia Beach","Emergency Department",6/13/2020,"Health District"
7/20/2020,"Eastern Region",3,81,"Virginia Beach","Emergency Department",6/6/2020,"Health District"
7/20/2020,"Eastern Region",3,76,"Virginia Beach","Emergency Department",5/30/2020,"Health District"
7/20/2020,"Eastern Region",4,89,"Virginia Beach","Emergency Department",5/23/2020,"Health District"
7/20/2020,"Eastern Region",3,69,"Virginia Beach","Emergency Department",5/16/2020,"Health District"
7/20/2020,"Eastern Region",4,82,"Virginia Beach","Emergency Department",5/9/2020,"Health District"
7/20/2020,"Eastern Region",5,108,"Virginia Beach","Emergency Department",5/2/2020,"Health District"
7/20/2020,"Eastern Region",6,114,"Virginia Beach","Emergency Department",4/25/2020,"Health District"
7/20/2020,"Eastern Region",6,110,"Virginia Beach","Emergency Department",4/18/2020,"Health District"
7/20/2020,"Eastern Region",10,184,"Virginia Beach","Emergency Department",4/11/2020,"Health District"
7/20/2020,"Eastern Region",11,208,"Virginia Beach","Emergency Department",4/4/2020,"Health District"
7/20/2020,"Eastern Region",10,246,"Virginia Beach","Emergency Department",3/28/2020,"Health District"
7/20/2020,"Eastern Region",10,297,"Virginia Beach","Emergency Department",3/21/2020,"Health District"
7/20/2020,"Eastern Region",7,234,"Virginia Beach","Emergency Department",3/14/2020,"Health District"
7/20/2020,"Eastern Region",4,160,"Virginia Beach","Emergency Department",3/7/2020,"Health District"
7/20/2020,"Northwest Region",16,14,"Thomas Jefferson","Urgent Care",7/18/2020,"Health District"
7/20/2020,"Northwest Region",22,17,"Thomas Jefferson","Urgent Care",7/11/2020,"Health District"
7/20/2020,"Northwest Region",13,11,"Thomas Jefferson","Urgent Care",7/4/2020,"Health District"
7/20/2020,"Northwest Region",11,8,"Thomas Jefferson","Urgent Care",6/27/2020,"Health District"
7/20/2020,"Northwest Region",18,13,"Thomas Jefferson","Urgent Care",6/20/2020,"Health District"
7/20/2020,"Northwest Region",26,18,"Thomas Jefferson","Urgent Care",6/13/2020,"Health District"
7/20/2020,"Northwest Region",32,23,"Thomas Jefferson","Urgent Care",6/6/2020,"Health District"
7/20/2020,"Northwest Region",21,12,"Thomas Jefferson","Urgent Care",5/30/2020,"Health District"
7/20/2020,"Northwest Region",28,21,"Thomas Jefferson","Urgent Care",5/23/2020,"Health District"
7/20/2020,"Northwest Region",23,15,"Thomas Jefferson","Urgent Care",5/16/2020,"Health District"
7/20/2020,"Northwest Region",20,12,"Thomas Jefferson","Urgent Care",5/9/2020,"Health District"
7/20/2020,"Northwest Region",10,4,"Thomas Jefferson","Urgent Care",5/2/2020,"Health District"
7/20/2020,"Northwest Region",13,4,"Thomas Jefferson","Urgent Care",4/25/2020,"Health District"
7/20/2020,"Northwest Region",7,2,"Thomas Jefferson","Urgent Care",4/18/2020,"Health District"
7/20/2020,"Northwest Region",0,0,"Thomas Jefferson","Urgent Care",4/11/2020,"Health District"
7/20/2020,"Northwest Region",8,3,"Thomas Jefferson","Urgent Care",4/4/2020,"Health District"
7/20/2020,"Northwest Region",5,2,"Thomas Jefferson","Urgent Care",3/28/2020,"Health District"
7/20/2020,"Northwest Region",3,2,"Thomas Jefferson","Urgent Care",3/21/2020,"Health District"
7/20/2020,"Northwest Region",5,4,"Thomas Jefferson","Urgent Care",3/14/2020,"Health District"
7/20/2020,"Northwest Region",5,5,"Thomas Jefferson","Urgent Care",3/7/2020,"Health District"
7/20/2020,"Northwest Region",4,55,"Thomas Jefferson","Emergency Department",7/18/2020,"Health District"
7/20/2020,"Northwest Region",5,53,"Thomas Jefferson","Emergency Department",7/11/2020,"Health District"
7/20/2020,"Northwest Region",5,52,"Thomas Jefferson","Emergency Department",7/4/2020,"Health District"
7/20/2020,"Northwest Region",4,42,"Thomas Jefferson","Emergency Department",6/27/2020,"Health District"
7/20/2020,"Northwest Region",5,46,"Thomas Jefferson","Emergency Department",6/20/2020,"Health District"
7/20/2020,"Northwest Region",4,40,"Thomas Jefferson","Emergency Department",6/13/2020,"Health District"
7/20/2020,"Northwest Region",4,40,"Thomas Jefferson","Emergency Department",6/6/2020,"Health District"
7/20/2020,"Northwest Region",5,48,"Thomas Jefferson","Emergency Department",5/30/2020,"Health District"
7/20/2020,"Northwest Region",5,42,"Thomas Jefferson","Emergency Department",5/23/2020,"Health District"
7/20/2020,"Northwest Region",5,39,"Thomas Jefferson","Emergency Department",5/16/2020,"Health District"
7/20/2020,"Northwest Region",5,48,"Thomas Jefferson","Emergency Department",5/9/2020,"Health District"
7/20/2020,"Northwest Region",6,59,"Thomas Jefferson","Emergency Department",5/2/2020,"Health District"
7/20/2020,"Northwest Region",5,55,"Thomas Jefferson","Emergency Department",4/25/2020,"Health District"
7/20/2020,"Northwest Region",10,94,"Thomas Jefferson","Emergency Department",4/18/2020,"Health District"
7/20/2020,"Northwest Region",9,85,"Thomas Jefferson","Emergency Department",4/11/2020,"Health District"
7/20/2020,"Northwest Region",8,78,"Thomas Jefferson","Emergency Department",4/4/2020,"Health District"
7/20/2020,"Northwest Region",10,106,"Thomas Jefferson","Emergency Department",3/28/2020,"Health District"
7/20/2020,"Northwest Region",12,157,"Thomas Jefferson","Emergency Department",3/21/2020,"Health District"
7/20/2020,"Northwest Region",7,124,"Thomas Jefferson","Emergency Department",3/14/2020,"Health District"
7/20/2020,"Northwest Region",6,104,"Thomas Jefferson","Emergency Department",3/7/2020,"Health District"
7/20/2020,"Northern Region",33,1018,Fairfax,"Urgent Care",7/18/2020,"Health District"
7/20/2020,"Northern Region",28,853,Fairfax,"Urgent Care",7/11/2020,"Health District"
7/20/2020,"Northern Region",29,815,Fairfax,"Urgent Care",7/4/2020,"Health District"
7/20/2020,"Northern Region",29,743,Fairfax,"Urgent Care",6/27/2020,"Health District"
7/20/2020,"Northern Region",30,755,Fairfax,"Urgent Care",6/20/2020,"Health District"
7/20/2020,"Northern Region",28,717,Fairfax,"Urgent Care",6/13/2020,"Health District"
7/20/2020,"Northern Region",29,718,Fairfax,"Urgent Care",6/6/2020,"Health District"
7/20/2020,"Northern Region",31,707,Fairfax,"Urgent Care",5/30/2020,"Health District"
7/20/2020,"Northern Region",35,765,Fairfax,"Urgent Care",5/23/2020,"Health District"
7/20/2020,"Northern Region",35,660,Fairfax,"Urgent Care",5/16/2020,"Health District"
7/20/2020,"Northern Region",22,367,Fairfax,"Urgent Care",5/9/2020,"Health District"
7/20/2020,"Northern Region",20,284,Fairfax,"Urgent Care",5/2/2020,"Health District"
7/20/2020,"Northern Region",16,220,Fairfax,"Urgent Care",4/25/2020,"Health District"
7/20/2020,"Northern Region",16,201,Fairfax,"Urgent Care",4/18/2020,"Health District"
7/20/2020,"Northern Region",15,198,Fairfax,"Urgent Care",4/11/2020,"Health District"
7/20/2020,"Northern Region",12,154,Fairfax,"Urgent Care",4/4/2020,"Health District"
7/20/2020,"Northern Region",9,147,Fairfax,"Urgent Care",3/28/2020,"Health District"
7/20/2020,"Northern Region",7,159,Fairfax,"Urgent Care",3/21/2020,"Health District"
7/20/2020,"Northern Region",8,286,Fairfax,"Urgent Care",3/14/2020,"Health District"
7/20/2020,"Northern Region",7,292,Fairfax,"Urgent Care",3/7/2020,"Health District"
7/20/2020,"Northern Region",6,237,Fairfax,"Emergency Department",7/18/2020,"Health District"
7/20/2020,"Northern Region",7,260,Fairfax,"Emergency Department",7/11/2020,"Health District"
7/20/2020,"Northern Region",6,218,Fairfax,"Emergency Department",7/4/2020,"Health District"
7/20/2020,"Northern Region",5,212,Fairfax,"Emergency Department",6/27/2020,"Health District"
7/20/2020,"Northern Region",6,229,Fairfax,"Emergency Department",6/20/2020,"Health District"
7/20/2020,"Northern Region",8,280,Fairfax,"Emergency Department",6/13/2020,"Health District"
7/20/2020,"Northern Region",10,365,Fairfax,"Emergency Department",6/6/2020,"Health District"
7/20/2020,"Northern Region",13,474,Fairfax,"Emergency Department",5/30/2020,"Health District"
7/20/2020,"Northern Region",17,613,Fairfax,"Emergency Department",5/23/2020,"Health District"
7/20/2020,"Northern Region",16,614,Fairfax,"Emergency Department",5/16/2020,"Health District"
7/20/2020,"Northern Region",20,725,Fairfax,"Emergency Department",5/9/2020,"Health District"
7/20/2020,"Northern Region",20,715,Fairfax,"Emergency Department",5/2/2020,"Health District"
7/20/2020,"Northern Region",21,687,Fairfax,"Emergency Department",4/25/2020,"Health District"
7/20/2020,"Northern Region",17,499,Fairfax,"Emergency Department",4/18/2020,"Health District"
7/20/2020,"Northern Region",18,516,Fairfax,"Emergency Department",4/11/2020,"Health District"
7/20/2020,"Northern Region",15,443,Fairfax,"Emergency Department",4/4/2020,"Health District"
7/20/2020,"Northern Region",14,481,Fairfax,"Emergency Department",3/28/2020,"Health District"
7/20/2020,"Northern Region",13,598,Fairfax,"Emergency Department",3/21/2020,"Health District"
7/20/2020,"Northern Region",9,491,Fairfax,"Emergency Department",3/14/2020,"Health District"
7/20/2020,"Northern Region",6,318,Fairfax,"Emergency Department",3/7/2020,"Health District"
7/20/2020,"Eastern Region",23,160,"Three Rivers","Urgent Care",7/18/2020,"Health District"
7/20/2020,"Eastern Region",31,219,"Three Rivers","Urgent Care",7/11/2020,"Health District"
7/20/2020,"Eastern Region",23,140,"Three Rivers","Urgent Care",7/4/2020,"Health District"
7/20/2020,"Eastern Region",25,143,"Three Rivers","Urgent Care",6/27/2020,"Health District"
7/20/2020,"Eastern Region",19,103,"Three Rivers","Urgent Care",6/20/2020,"Health District"
7/20/2020,"Eastern Region",13,69,"Three Rivers","Urgent Care",6/13/2020,"Health District"
7/20/2020,"Eastern Region",19,87,"Three Rivers","Urgent Care",6/6/2020,"Health District"
7/20/2020,"Eastern Region",12,61,"Three Rivers","Urgent Care",5/30/2020,"Health District"
7/20/2020,"Eastern Region",22,107,"Three Rivers","Urgent Care",5/23/2020,"Health District"
7/20/2020,"Eastern Region",16,67,"Three Rivers","Urgent Care",5/16/2020,"Health District"
7/20/2020,"Eastern Region",25,116,"Three Rivers","Urgent Care",5/9/2020,"Health District"
7/20/2020,"Eastern Region",11,43,"Three Rivers","Urgent Care",5/2/2020,"Health District"
7/20/2020,"Eastern Region",12,37,"Three Rivers","Urgent Care",4/25/2020,"Health District"
7/20/2020,"Eastern Region",7,21,"Three Rivers","Urgent Care",4/18/2020,"Health District"
7/20/2020,"Eastern Region",5,15,"Three Rivers","Urgent Care",4/11/2020,"Health District"
7/20/2020,"Eastern Region",6,20,"Three Rivers","Urgent Care",4/4/2020,"Health District"
7/20/2020,"Eastern Region",9,35,"Three Rivers","Urgent Care",3/28/2020,"Health District"
7/20/2020,"Eastern Region",8,46,"Three Rivers","Urgent Care",3/21/2020,"Health District"
7/20/2020,"Eastern Region",6,55,"Three Rivers","Urgent Care",3/14/2020,"Health District"
7/20/2020,"Eastern Region",7,69,"Three Rivers","Urgent Care",3/7/2020,"Health District"
7/20/2020,"Eastern Region",6,76,"Three Rivers","Emergency Department",7/18/2020,"Health District"
7/20/2020,"Eastern Region",4,58,"Three Rivers","Emergency Department",7/11/2020,"Health District"
7/20/2020,"Eastern Region",5,61,"Three Rivers","Emergency Department",7/4/2020,"Health District"
7/20/2020,"Eastern Region",5,69,"Three Rivers","Emergency Department",6/27/2020,"Health District"
7/20/2020,"Eastern Region",4,43,"Three Rivers","Emergency Department",6/20/2020,"Health District"
7/20/2020,"Eastern Region",4,45,"Three Rivers","Emergency Department",6/13/2020,"Health District"
7/20/2020,"Eastern Region",5,49,"Three Rivers","Emergency Department",6/6/2020,"Health District"
7/20/2020,"Eastern Region",6,61,"Three Rivers","Emergency Department",5/30/2020,"Health District"
7/20/2020,"Eastern Region",7,67,"Three Rivers","Emergency Department",5/23/2020,"Health District"
7/20/2020,"Eastern Region",6,58,"Three Rivers","Emergency Department",5/16/2020,"Health District"
7/20/2020,"Eastern Region",8,77,"Three Rivers","Emergency Department",5/9/2020,"Health District"
7/20/2020,"Eastern Region",9,72,"Three Rivers","Emergency Department",5/2/2020,"Health District"
7/20/2020,"Eastern Region",8,68,"Three Rivers","Emergency Department",4/25/2020,"Health District"
7/20/2020,"Eastern Region",9,71,"Three Rivers","Emergency Department",4/18/2020,"Health District"
7/20/2020,"Eastern Region",10,83,"Three Rivers","Emergency Department",4/11/2020,"Health District"
7/20/2020,"Eastern Region",14,112,"Three Rivers","Emergency Department",4/4/2020,"Health District"
7/20/2020,"Eastern Region",11,104,"Three Rivers","Emergency Department",3/28/2020,"Health District"
7/20/2020,"Eastern Region",13,162,"Three Rivers","Emergency Department",3/21/2020,"Health District"
7/20/2020,"Eastern Region",9,145,"Three Rivers","Emergency Department",3/14/2020,"Health District"
7/20/2020,"Eastern Region",9,136,"Three Rivers","Emergency Department",3/7/2020,"Health District"
7/20/2020,"Central Region",25,21,Piedmont,"Urgent Care",7/18/2020,"Health District"
7/20/2020,"Central Region",32,33,Piedmont,"Urgent Care",7/11/2020,"Health District"
7/20/2020,"Central Region",27,21,Piedmont,"Urgent Care",7/4/2020,"Health District"
7/20/2020,"Central Region",21,16,Piedmont,"Urgent Care",6/27/2020,"Health District"
7/20/2020,"Central Region",31,29,Piedmont,"Urgent Care",6/20/2020,"Health District"
7/20/2020,"Central Region",33,38,Piedmont,"Urgent Care",6/13/2020,"Health District"
7/20/2020,"Central Region",39,38,Piedmont,"Urgent Care",6/6/2020,"Health District"
7/20/2020,"Central Region",39,34,Piedmont,"Urgent Care",5/30/2020,"Health District"
7/20/2020,"Central Region",31,27,Piedmont,"Urgent Care",5/23/2020,"Health District"
7/20/2020,"Central Region",26,17,Piedmont,"Urgent Care",5/16/2020,"Health District"
7/20/2020,"Central Region",22,10,Piedmont,"Urgent Care",5/9/2020,"Health District"
7/20/2020,"Central Region",18,13,Piedmont,"Urgent Care",5/2/2020,"Health District"
7/20/2020,"Central Region",18,11,Piedmont,"Urgent Care",4/25/2020,"Health District"
7/20/2020,"Central Region",16,6,Piedmont,"Urgent Care",4/18/2020,"Health District"
7/20/2020,"Central Region",5,2,Piedmont,"Urgent Care",4/11/2020,"Health District"
7/20/2020,"Central Region",0,0,Piedmont,"Urgent Care",4/4/2020,"Health District"
7/20/2020,"Central Region",5,2,Piedmont,"Urgent Care",3/28/2020,"Health District"
7/20/2020,"Central Region",9,6,Piedmont,"Urgent Care",3/21/2020,"Health District"
7/20/2020,"Central Region",10,11,Piedmont,"Urgent Care",3/14/2020,"Health District"
7/20/2020,"Central Region",9,9,Piedmont,"Urgent Care",3/7/2020,"Health District"
7/20/2020,"Central Region",4,33,Piedmont,"Emergency Department",7/18/2020,"Health District"
7/20/2020,"Central Region",4,36,Piedmont,"Emergency Department",7/11/2020,"Health District"
7/20/2020,"Central Region",4,31,Piedmont,"Emergency Department",7/4/2020,"Health District"
7/20/2020,"Central Region",4,29,Piedmont,"Emergency Department",6/27/2020,"Health District"
7/20/2020,"Central Region",4,35,Piedmont,"Emergency Department",6/20/2020,"Health District"
7/20/2020,"Central Region",5,39,Piedmont,"Emergency Department",6/13/2020,"Health District"
7/20/2020,"Central Region",5,36,Piedmont,"Emergency Department",6/6/2020,"Health District"
7/20/2020,"Central Region",8,63,Piedmont,"Emergency Department",5/30/2020,"Health District"
7/20/2020,"Central Region",8,57,Piedmont,"Emergency Department",5/23/2020,"Health District"
7/20/2020,"Central Region",5,32,Piedmont,"Emergency Department",5/16/2020,"Health District"
7/20/2020,"Central Region",7,41,Piedmont,"Emergency Department",5/9/2020,"Health District"
7/20/2020,"Central Region",4,25,Piedmont,"Emergency Department",5/2/2020,"Health District"
7/20/2020,"Central Region",5,31,Piedmont,"Emergency Department",4/25/2020,"Health District"
7/20/2020,"Central Region",5,26,Piedmont,"Emergency Department",4/18/2020,"Health District"
7/20/2020,"Central Region",8,43,Piedmont,"Emergency Department",4/11/2020,"Health District"
7/20/2020,"Central Region",8,36,Piedmont,"Emergency Department",4/4/2020,"Health District"
7/20/2020,"Central Region",8,47,Piedmont,"Emergency Department",3/28/2020,"Health District"
7/20/2020,"Central Region",10,77,Piedmont,"Emergency Department",3/21/2020,"Health District"
7/20/2020,"Central Region",4,46,Piedmont,"Emergency Department",3/14/2020,"Health District"
7/20/2020,"Central Region",3,35,Piedmont,"Emergency Department",3/7/2020,"Health District"
7/20/2020,"Northern Region",39,111,Alexandria,"Urgent Care",7/18/2020,"Health District"
7/20/2020,"Northern Region",38,102,Alexandria,"Urgent Care",7/11/2020,"Health District"
7/20/2020,"Northern Region",40,101,Alexandria,"Urgent Care",7/4/2020,"Health District"
7/20/2020,"Northern Region",39,78,Alexandria,"Urgent Care",6/27/2020,"Health District"
7/20/2020,"Northern Region",40,76,Alexandria,"Urgent Care",6/20/2020,"Health District"
7/20/2020,"Northern Region",42,89,Alexandria,"Urgent Care",6/13/2020,"Health District"
7/20/2020,"Northern Region",40,76,Alexandria,"Urgent Care",6/6/2020,"Health District"
7/20/2020,"Northern Region",39,66,Alexandria,"Urgent Care",5/30/2020,"Health District"
7/20/2020,"Northern Region",33,59,Alexandria,"Urgent Care",5/23/2020,"Health District"
7/20/2020,"Northern Region",33,52,Alexandria,"Urgent Care",5/16/2020,"Health District"
7/20/2020,"Northern Region",20,27,Alexandria,"Urgent Care",5/9/2020,"Health District"
7/20/2020,"Northern Region",22,27,Alexandria,"Urgent Care",5/2/2020,"Health District"
7/20/2020,"Northern Region",16,17,Alexandria,"Urgent Care",4/25/2020,"Health District"
7/20/2020,"Northern Region",15,15,Alexandria,"Urgent Care",4/18/2020,"Health District"
7/20/2020,"Northern Region",18,14,Alexandria,"Urgent Care",4/11/2020,"Health District"
7/20/2020,"Northern Region",10,10,Alexandria,"Urgent Care",4/4/2020,"Health District"
7/20/2020,"Northern Region",7,8,Alexandria,"Urgent Care",3/28/2020,"Health District"
7/20/2020,"Northern Region",4,7,Alexandria,"Urgent Care",3/21/2020,"Health District"
7/20/2020,"Northern Region",6,14,Alexandria,"Urgent Care",3/14/2020,"Health District"
7/20/2020,"Northern Region",7,21,Alexandria,"Urgent Care",3/7/2020,"Health District"
7/20/2020,"Northern Region",8,52,Alexandria,"Emergency Department",7/18/2020,"Health District"
7/20/2020,"Northern Region",7,45,Alexandria,"Emergency Department",7/11/2020,"Health District"
7/20/2020,"Northern Region",8,48,Alexandria,"Emergency Department",7/4/2020,"Health District"
7/20/2020,"Northern Region",5,28,Alexandria,"Emergency Department",6/27/2020,"Health District"
7/20/2020,"Northern Region",5,26,Alexandria,"Emergency Department",6/20/2020,"Health District"
7/20/2020,"Northern Region",7,41,Alexandria,"Emergency Department",6/13/2020,"Health District"
7/20/2020,"Northern Region",7,38,Alexandria,"Emergency Department",6/6/2020,"Health District"
7/20/2020,"Northern Region",12,62,Alexandria,"Emergency Department",5/30/2020,"Health District"
7/20/2020,"Northern Region",15,81,Alexandria,"Emergency Department",5/23/2020,"Health District"
7/20/2020,"Northern Region",20,103,Alexandria,"Emergency Department",5/16/2020,"Health District"
7/20/2020,"Northern Region",25,133,Alexandria,"Emergency Department",5/9/2020,"Health District"
