Ship Date,FIPS,Locality,Health District,Facility Type,Vaccine Manufacturer,Dose Number,Vaccine Doses Shipped Count
2021-02-07,51107,Loudoun,Loudoun,Local Health Departments,Moderna,2,4000
2021-01-24,51117,Mecklenburg,Southside,Other Community Health Providers,Moderna,1,200
2021-02-04,51119,Middlesex,Three Rivers,Local Health Departments,Moderna,2,800
2021-01-30,51600,Fairfax City,Fairfax,Local Health Departments,Pfizer,1,12675
2021-01-24,51117,Mecklenburg,Southside,Medical Practices,Moderna,1,200
2021-01-30,51770,Roanoke City,Roanoke,Local Health Departments,Pfizer,1,975
2021-01-23,51710,Norfolk,Norfolk,Local Health Departments,Pfizer,1,975
2021-02-04,51131,Northampton,Eastern Shore,Local Health Departments,Moderna,2,200
2021-02-07,51840,Winchester,Lord Fairfax,Local Health Departments,Moderna,2,800
2021-01-24,51590,Danville,Pittsylvania-Danville,Local Health Departments,Moderna,1,300
2020-12-30,51013,Arlington,Arlington,Hospitals,Pfizer,2,1950
2021-01-03,51117,Mecklenburg,Southside,Local Health Departments,Moderna,1,300
2021-01-12,51041,Chesterfield,Chesterfield,Local Health Departments,Moderna,2,3900
2021-01-11,51800,Suffolk,Western Tidewater,Hospitals,Moderna,2,1000
2021-02-04,51065,Fluvanna,Blue Ridge,Other Community Health Providers,Moderna,2,500
2021-01-11,51179,Stafford,Rappahannock,Hospitals,Moderna,1,1000
2021-02-04,51510,Alexandria,Alexandria,Other Community Health Providers,Moderna,2,200
2021-02-06,51650,Hampton,Hampton,Hospitals,Pfizer,1,975
2021-02-06,51760,Richmond City,Richmond,Pharmacies,Pfizer,1,1950
2020-12-21,51059,Fairfax,Fairfax,Medical Practices,Moderna,1,300
2021-01-24,51025,Brunswick,Southside,Other Community Health Providers,Moderna,1,200
2020-12-28,51147,Prince Edward,Piedmont,Local Health Departments,Moderna,1,1500
2021-01-18,51087,Henrico,Henrico,Other Community Health Providers,Moderna,1,100
2020-12-22,51117,Mecklenburg,Southside,Hospitals,Moderna,1,1000
2020-12-30,51191,Washington,Mount Rogers,Hospitals,Pfizer,2,975
2021-02-04,51047,Culpeper,Rappahannock Rapidan,Pharmacies,Moderna,2,100
2021-02-01,51147,Prince Edward,Piedmont,Local Health Departments,Moderna,1,1900
2020-12-22,51153,Prince William,Prince William,Local Health Departments,Moderna,1,1100
2021-02-04,51059,Fairfax,Fairfax,Medical Practices,Moderna,2,200
2021-01-10,51135,Nottoway,Piedmont,Other Community Health Providers,Moderna,1,600
2021-02-06,51770,Roanoke City,Roanoke,Hospitals,Pfizer,1,975
2021-02-04,51087,Henrico,Henrico,Other Community Health Providers,Moderna,2,100
2021-01-19,51700,Newport News,Peninsula,Hospitals,Pfizer,2,975
2021-02-07,51105,Lee,Lenowisco,Local Health Departments,Moderna,1,100
2020-12-22,51185,Tazewell,Cumberland Plateau,Hospitals,Moderna,1,1000
2021-02-08,51141,Patrick,West Piedmont,Pharmacies,Moderna,1,100
2021-01-18,51710,Norfolk,Norfolk,Local Health Departments,Moderna,1,1300
2021-02-03,51085,Hanover,Chickahominy,Local Health Departments,Moderna,1,1000
2021-01-18,51089,Henry,West Piedmont,Medical Practices,Moderna,1,100
2021-02-01,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,1,100
2021-02-06,51015,Augusta,Central Shenandoah,Hospitals,Pfizer,2,1950
2021-02-01,51013,Arlington,Arlington,Local Health Departments,Moderna,1,800
2021-01-24,51710,Norfolk,Norfolk,Medical Practices,Moderna,1,100
2021-02-08,51067,Franklin County,West Piedmont,Pharmacies,Moderna,1,100
2021-02-01,51650,Hampton,Hampton,Other Community Health Providers,Moderna,1,500
2021-01-30,51710,Norfolk,Norfolk,Local Health Departments,Pfizer,1,975
2021-01-24,51083,Halifax,Southside,Other Community Health Providers,Moderna,1,200
2021-01-23,51041,Chesterfield,Chesterfield,Local Health Departments,Pfizer,1,2925
2020-12-22,51001,Accomack,Eastern Shore,Local Health Departments,Moderna,1,200
2021-02-06,51710,Norfolk,Norfolk,Local Health Departments,Pfizer,1,975
2021-01-23,51153,Prince William,Prince William,Pharmacies,Pfizer,1,975
2021-01-24,51169,Scott,Lenowisco,Local Health Departments,Moderna,1,400
2021-01-10,51137,Orange,Rappahannock Rapidan,Local Health Departments,Moderna,1,1000
2021-01-24,51095,James City,Peninsula,Pharmacies,Moderna,1,200
2021-02-01,51031,Campbell,Central Virginia,Pharmacies,Moderna,1,100
2021-02-06,51540,Charlottesville,Blue Ridge,Local Health Departments,Pfizer,1,1950
2021-02-08,51800,Suffolk,Western Tidewater,Pharmacies,Moderna,1,200
2021-02-06,51630,Fredericksburg,Rappahannock,Hospitals,Pfizer,1,1950
2021-01-28,51600,Fairfax City,Fairfax,Local Health Departments,Moderna,2,12000
2021-02-07,51075,Goochland,Chickahominy,Other Community Health Providers,Moderna,2,100
2021-02-06,51630,Fredericksburg,Rappahannock,Hospitals,Pfizer,2,1950
2021-02-08,51069,Frederick,Lord Fairfax,Pharmacies,Moderna,1,100
2021-01-10,51153,Prince William,Prince William,Other Community Health Providers,Moderna,1,200
2021-02-04,51820,Waynesboro,Central Shenandoah,Pharmacies,Moderna,2,100
2021-02-07,51173,Smyth,Mount Rogers,Local Health Departments,Moderna,1,1100
2021-02-08,51153,Prince William,Prince William,Other Community Health Providers,Moderna,1,100
2020-12-22,51199,York,Peninsula,Hospitals,Moderna,1,2000
2021-01-03,51163,Rockbridge,Central Shenandoah,Local Health Departments,Moderna,1,100
2021-01-18,51770,Roanoke City,Roanoke,Local Health Departments,Pfizer,1,1950
2021-01-24,51117,Mecklenburg,Southside,Local Health Departments,Moderna,1,100
2021-01-10,51087,Henrico,Henrico,Pharmacies,Moderna,1,900
2021-01-20,51840,Winchester,Lord Fairfax,Local Health Departments,Moderna,2,100
2020-12-28,51610,Falls Church,Fairfax,Medical Practices,Moderna,1,1000
2021-02-06,51013,Arlington,Arlington,Local Health Departments,Pfizer,1,1950
2021-02-01,51141,Patrick,West Piedmont,Pharmacies,Moderna,1,100
2021-01-10,51590,Danville,Pittsylvania-Danville,Local Health Departments,Moderna,1,200
2021-02-01,51099,King George,Rappahannock,Pharmacies,Moderna,1,100
2021-02-01,51103,Lancaster,Three Rivers,Pharmacies,Moderna,1,100
2021-01-10,51187,Warren,Lord Fairfax,Local Health Departments,Moderna,1,300
2021-01-24,51059,Fairfax,Fairfax,Hospitals,Moderna,1,200
2021-01-18,51640,Galax,Mount Rogers,Hospitals,Moderna,1,200
2021-01-24,51680,Lynchburg,Central Virginia,Pharmacies,Moderna,1,100
2021-01-11,51590,Danville,Pittsylvania-Danville,Hospitals,Moderna,2,2000
2021-01-20,51087,Henrico,Henrico,Hospitals,Moderna,2,200
2021-01-18,51550,Chesapeake,Chesapeake,Local Health Departments,Moderna,1,1500
2021-01-11,51191,Washington,Mount Rogers,Hospitals,Moderna,2,3000
2021-01-24,51081,Greensville,Crater,Other Community Health Providers,Moderna,1,600
2020-12-22,51019,Bedford,Central Virginia,Hospitals,Moderna,1,1000
2020-12-20,51087,Henrico,Henrico,Hospitals,Moderna,1,2000
2021-02-08,51107,Loudoun,Loudoun,Pharmacies,Moderna,1,300
2021-02-01,51790,Staunton,Central Shenandoah,Local Health Departments,Moderna,1,2500
2021-01-03,51550,Chesapeake,Chesapeake,Other Community Health Providers,Moderna,1,400
2021-01-28,51700,Newport News,Peninsula,Hospitals,Moderna,2,3000
2021-01-28,51840,Winchester,Lord Fairfax,Hospitals,Moderna,2,3400
2021-01-18,51107,Loudoun,Loudoun,Hospitals,Moderna,1,100
2020-12-30,51015,Augusta,Central Shenandoah,Hospitals,Pfizer,1,975
2021-02-07,51019,Bedford,Central Virginia,Pharmacies,Moderna,1,100
2021-01-11,51173,Smyth,Mount Rogers,Local Health Departments,Moderna,2,4100
2021-02-04,51147,Prince Edward,Piedmont,Other Community Health Providers,Moderna,2,600
2021-02-04,51137,Orange,Rappahannock Rapidan,Local Health Departments,Moderna,2,1400
2021-01-18,51191,Washington,Mount Rogers,Pharmacies,Moderna,1,200
2021-01-24,51087,Henrico,Henrico,Pharmacies,Moderna,1,1400
2021-01-03,51790,Staunton,Central Shenandoah,Local Health Departments,Moderna,1,1200
2021-01-24,51137,Orange,Rappahannock Rapidan,Local Health Departments,Moderna,1,1200
2021-02-07,51790,Staunton,Central Shenandoah,Local Health Departments,Moderna,1,1100
2021-01-18,51770,Roanoke City,Roanoke,Hospitals,Pfizer,1,2925
2021-01-03,51173,Smyth,Mount Rogers,Other Community Health Providers,Moderna,1,600
2020-12-28,51710,Norfolk,Norfolk,Hospitals,Moderna,1,4100
2021-02-04,51710,Norfolk,Norfolk,Medical Practices,Moderna,2,1600
2020-12-22,51165,Rockingham,Central Shenandoah,Hospitals,Moderna,1,2000
2021-02-08,51103,Lancaster,Three Rivers,Medical Practices,Moderna,1,100
2021-01-24,51790,Staunton,Central Shenandoah,Local Health Departments,Moderna,1,1100
2021-01-24,51031,Campbell,Central Virginia,Pharmacies,Moderna,1,100
2021-01-24,51550,Chesapeake,Chesapeake,Local Health Departments,Moderna,1,1400
2021-02-01,51153,Prince William,Prince William,Pharmacies,Moderna,1,1000
2020-12-21,51177,Spotsylvania,Rappahannock,Local Health Departments,Moderna,1,100
2021-02-07,51510,Alexandria,Alexandria,Pharmacies,Moderna,1,300
