"Report Date","Health District","Number of Cases","Number of Hospitalizations","Number of Deaths"
06/11/2020,"Eastern Shore",1243,89,40
06/11/2020,Fairfax,12936,1478,432
06/11/2020,Hampton,233,37,5
06/11/2020,Henrico,2170,229,135
06/11/2020,Lenowisco,45,16,4
06/11/2020,"Lord Fairfax",1675,137,60
06/11/2020,Loudoun,3229,201,69
06/11/2020,"Mount Rogers",506,52,19
06/11/2020,"New River",146,18,4
06/11/2020,Norfolk,619,74,7
06/11/2020,Peninsula,710,120,33
06/11/2020,Piedmont,857,63,7
06/11/2020,Pittsylvania-Danville,117,30,3
06/11/2020,Portsmouth,364,56,11
06/11/2020,"Prince William",8028,695,136
06/11/2020,Rappahannock,1950,180,23
06/11/2020,"Rappahannock Rapidan",1324,98,18
06/11/2020,Richmond,1709,184,26
06/11/2020,Roanoke,222,10,10
06/11/2020,Southside,301,44,26
06/11/2020,"Thomas Jefferson",669,78,19
06/11/2020,"Three Rivers",570,43,9
06/11/2020,"Virginia Beach",832,107,27
06/11/2020,"West Piedmont",312,29,5
06/11/2020,"Western Tidewater",681,77,45
06/12/2020,Alexandria,2128,222,48
06/12/2020,Alleghany,256,26,14
06/12/2020,Arlington,2307,397,125
06/12/2020,"Central Shenandoah",1756,138,32
06/12/2020,"Central Virginia",260,17,4
06/12/2020,Chesapeake,636,99,16
06/12/2020,Chesterfield,2270,126,55
06/12/2020,Chickahominy,546,95,34
06/12/2020,Crater,1160,109,21
06/12/2020,"Cumberland Plateau",35,2,0
06/12/2020,"Eastern Shore",1246,92,40
06/12/2020,Fairfax,12987,1482,435
06/12/2020,Hampton,234,37,5
06/12/2020,Henrico,2193,231,136
06/12/2020,Lenowisco,45,16,4
06/12/2020,"Lord Fairfax",1703,139,61
06/12/2020,Loudoun,3280,204,70
06/12/2020,"Mount Rogers",515,56,20
06/12/2020,"New River",146,18,4
06/12/2020,Norfolk,630,74,7
06/12/2020,Peninsula,731,120,33
06/12/2020,Piedmont,874,68,7
06/12/2020,Pittsylvania-Danville,122,31,3
06/12/2020,Portsmouth,370,56,11
06/12/2020,"Prince William",8090,725,138
06/12/2020,Rappahannock,1988,186,24
06/12/2020,"Rappahannock Rapidan",1332,99,18
06/12/2020,Richmond,1733,185,28
06/12/2020,Roanoke,232,11,10
06/12/2020,Southside,302,44,26
06/12/2020,"Thomas Jefferson",680,79,19
06/12/2020,"Three Rivers",572,45,9
06/12/2020,"Virginia Beach",847,107,27
06/12/2020,"West Piedmont",320,32,5
06/12/2020,"Western Tidewater",685,77,45
06/13/2020,Alexandria,2134,223,48
06/13/2020,Alleghany,262,27,14
06/13/2020,Arlington,2321,398,125
06/13/2020,"Central Shenandoah",1765,140,32
06/13/2020,"Central Virginia",267,17,4
06/13/2020,Chesapeake,650,100,16
06/13/2020,Chesterfield,2316,127,56
06/13/2020,Chickahominy,556,97,34
06/13/2020,Crater,1209,113,21
06/13/2020,"Cumberland Plateau",35,2,0
06/13/2020,"Eastern Shore",1250,93,41
06/13/2020,Fairfax,13062,1486,436
06/13/2020,Hampton,234,37,5
06/13/2020,Henrico,2234,233,136
06/13/2020,Lenowisco,45,16,4
06/13/2020,"Lord Fairfax",1717,146,61
06/13/2020,Loudoun,3321,204,71
06/13/2020,"Mount Rogers",546,60,20
06/13/2020,"New River",148,18,4
06/13/2020,Norfolk,643,80,7
06/13/2020,Peninsula,739,121,33
06/13/2020,Piedmont,880,70,7
06/13/2020,Pittsylvania-Danville,123,31,3
06/13/2020,Portsmouth,375,57,12
06/13/2020,"Prince William",8180,741,138
06/13/2020,Rappahannock,2023,188,26
06/13/2020,"Rappahannock Rapidan",1340,99,18
06/13/2020,Richmond,1789,186,28
06/13/2020,Roanoke,247,11,10
06/13/2020,Southside,307,45,26
06/13/2020,"Thomas Jefferson",685,81,19
06/13/2020,"Three Rivers",577,46,9
06/13/2020,"Virginia Beach",869,107,27
06/13/2020,"West Piedmont",326,33,5
06/13/2020,"Western Tidewater",694,78,45
06/14/2020,Alexandria,2151,223,48
06/14/2020,Alleghany,263,27,14
06/14/2020,Arlington,2338,400,125
06/14/2020,"Central Shenandoah",1783,141,32
06/14/2020,"Central Virginia",269,17,4
06/14/2020,Chesapeake,659,100,16
06/14/2020,Chesterfield,2347,127,56
06/14/2020,Chickahominy,561,99,34
06/14/2020,Crater,1228,113,21
06/14/2020,"Cumberland Plateau",35,2,0
06/14/2020,"Eastern Shore",1255,93,41
06/14/2020,Fairfax,13140,1490,436
06/14/2020,Hampton,238,37,5
06/14/2020,Henrico,2264,237,136
06/14/2020,Lenowisco,45,16,4
06/14/2020,"Lord Fairfax",1726,146,61
06/14/2020,Loudoun,3384,204,71
06/14/2020,"Mount Rogers",563,63,22
06/14/2020,"New River",149,18,4
06/14/2020,Norfolk,660,80,7
06/14/2020,Peninsula,758,121,33
06/14/2020,Piedmont,884,71,7
06/14/2020,Pittsylvania-Danville,134,32,3
06/14/2020,Portsmouth,375,57,12
06/14/2020,"Prince William",8267,741,138
06/14/2020,Rappahannock,2105,189,28
06/14/2020,"Rappahannock Rapidan",1354,102,18
06/14/2020,Richmond,1814,188,29
06/14/2020,Roanoke,250,11,10
06/14/2020,Southside,309,45,26
06/14/2020,"Thomas Jefferson",701,81,19
06/14/2020,"Three Rivers",581,46,9
06/14/2020,"Virginia Beach",890,108,27
06/14/2020,"West Piedmont",327,33,5
06/14/2020,"Western Tidewater",699,78,45
06/15/2020,Alexandria,2160,225,48
06/15/2020,Alleghany,263,27,14
06/15/2020,Arlington,2346,405,125
06/15/2020,"Central Shenandoah",1787,144,32
06/15/2020,"Central Virginia",269,17,4
06/15/2020,Chesapeake,672,102,16
06/15/2020,Chesterfield,2360,127,56
06/15/2020,Chickahominy,568,101,35
06/15/2020,Crater,1247,113,21
06/15/2020,"Cumberland Plateau",35,2,0
06/15/2020,"Eastern Shore",1258,93,41
06/15/2020,Fairfax,13215,1518,436
06/15/2020,Hampton,241,37,5
06/15/2020,Henrico,2289,238,136
06/15/2020,Lenowisco,46,16,4
06/15/2020,"Lord Fairfax",1732,147,61
06/15/2020,Loudoun,3404,204,71
06/15/2020,"Mount Rogers",568,63,22
06/15/2020,"New River",149,18,4
06/15/2020,Norfolk,668,82,7
06/15/2020,Peninsula,769,121,33
06/15/2020,Piedmont,897,71,7
06/15/2020,Pittsylvania-Danville,136,32,3
06/15/2020,Portsmouth,386,58,12
06/15/2020,"Prince William",8306,744,141
06/15/2020,Rappahannock,2140,191,29
06/15/2020,"Rappahannock Rapidan",1359,102,18
06/15/2020,Richmond,1832,188,29
06/15/2020,Roanoke,250,11,10
06/15/2020,Southside,312,45,26
06/15/2020,"Thomas Jefferson",708,81,19
06/15/2020,"Three Rivers",584,46,9
06/15/2020,"Virginia Beach",899,108,27
06/15/2020,"West Piedmont",331,33,5
06/15/2020,"Western Tidewater",700,78,46
06/16/2020,Alexandria,2168,224,47
06/16/2020,Alleghany,278,27,14
06/16/2020,Arlington,2363,407,125
06/16/2020,"Central Shenandoah",1798,146,31
06/16/2020,"Central Virginia",280,17,4
06/16/2020,Chesapeake,678,102,16
06/16/2020,Chesterfield,2429,128,56
06/16/2020,Chickahominy,570,102,35
06/16/2020,Crater,1253,117,21
06/16/2020,"Cumberland Plateau",36,2,0
06/16/2020,"Eastern Shore",1271,102,41
06/16/2020,Fairfax,13228,1527,441
06/16/2020,Hampton,246,37,5
06/16/2020,Henrico,2311,240,137
06/16/2020,Lenowisco,46,16,4
06/16/2020,"Lord Fairfax",1749,148,62
06/16/2020,Loudoun,3439,206,76
06/16/2020,"Mount Rogers",573,63,22
06/16/2020,"New River",152,18,4
06/16/2020,Norfolk,681,84,7
06/16/2020,Peninsula,785,123,33
06/16/2020,Piedmont,912,73,7
06/16/2020,Pittsylvania-Danville,136,32,3
06/16/2020,Portsmouth,387,59,12
06/16/2020,"Prince William",8326,753,147
06/16/2020,Rappahannock,2166,192,30
06/16/2020,"Rappahannock Rapidan",1372,103,18
06/16/2020,Richmond,1848,191,29
06/16/2020,Roanoke,270,11,10
06/16/2020,Southside,323,45,26
06/16/2020,"Thomas Jefferson",717,81,19
06/16/2020,"Three Rivers",586,46,10
06/16/2020,"Virginia Beach",909,110,27
06/16/2020,"West Piedmont",341,33,5
06/16/2020,"Western Tidewater",704,78,46
06/17/2020,Alexandria,2175,225,48
06/17/2020,Alleghany,287,28,14
06/17/2020,Arlington,2372,407,124
06/17/2020,"Central Shenandoah",1817,147,32
06/17/2020,"Central Virginia",282,17,4
06/17/2020,Chesapeake,684,103,16
06/17/2020,Chesterfield,2487,128,57
06/17/2020,Chickahominy,575,102,35
06/17/2020,Crater,1271,122,21
06/17/2020,"Cumberland Plateau",37,2,0
06/17/2020,"Eastern Shore",1283,105,41
06/17/2020,Fairfax,13279,1535,443
06/17/2020,Hampton,248,37,5
06/17/2020,Henrico,2332,241,140
06/17/2020,Lenowisco,46,16,4
06/17/2020,"Lord Fairfax",1764,149,62
06/17/2020,Loudoun,3458,217,80
06/17/2020,"Mount Rogers",583,62,23
06/17/2020,"New River",152,18,4
06/17/2020,Norfolk,698,85,7
06/17/2020,Peninsula,795,123,33
06/17/2020,Piedmont,920,76,7
06/17/2020,Pittsylvania-Danville,139,32,3
06/17/2020,Portsmouth,395,60,13
06/17/2020,"Prince William",8364,755,147
06/17/2020,Rappahannock,2188,195,30
06/17/2020,"Rappahannock Rapidan",1382,103,18
06/17/2020,Richmond,1872,195,28
06/17/2020,Roanoke,277,12,10
06/17/2020,Southside,329,46,26
06/17/2020,"Thomas Jefferson",722,81,19
06/17/2020,"Three Rivers",586,46,10
06/17/2020,"Virginia Beach",923,112,28
06/17/2020,"West Piedmont",349,32,5
06/17/2020,"Western Tidewater",704,78,46
06/18/2020,Alexandria,2186,229,48
06/18/2020,Alleghany,288,28,14
06/18/2020,Arlington,2382,409,126
06/18/2020,"Central Shenandoah",1839,148,32
06/18/2020,"Central Virginia",283,17,4
06/18/2020,Chesapeake,697,105,16
06/18/2020,Chesterfield,2549,128,57
06/18/2020,Chickahominy,578,104,35
06/18/2020,Crater,1279,126,21
06/18/2020,"Cumberland Plateau",37,2,0
06/18/2020,"Eastern Shore",1285,105,41
06/18/2020,Fairfax,13334,1547,444
06/18/2020,Hampton,251,37,5
06/18/2020,Henrico,2342,241,139
06/18/2020,Lenowisco,46,16,4
06/18/2020,"Lord Fairfax",1786,149,62
06/18/2020,Loudoun,3499,228,82
06/18/2020,"Mount Rogers",590,62,23
06/18/2020,"New River",153,18,4
06/18/2020,Norfolk,704,88,7
06/18/2020,Peninsula,799,123,33
06/18/2020,Piedmont,939,78,7
06/18/2020,Pittsylvania-Danville,144,33,3
06/18/2020,Portsmouth,402,60,13
06/18/2020,"Prince William",8414,757,147
06/18/2020,Rappahannock,2211,196,30
06/18/2020,"Rappahannock Rapidan",1383,103,18
06/18/2020,Richmond,1895,198,29
06/18/2020,Roanoke,277,12,10
06/18/2020,Southside,344,46,26
06/18/2020,"Thomas Jefferson",737,81,19
06/18/2020,"Three Rivers",590,46,9
06/18/2020,"Virginia Beach",936,112,27
06/18/2020,"West Piedmont",354,34,5
06/18/2020,"Western Tidewater",705,78,46
06/19/2020,Alexandria,2198,230,48
06/19/2020,Alleghany,305,28,14
06/19/2020,Arlington,2396,409,126
06/19/2020,"Central Shenandoah",1850,148,32
06/19/2020,"Central Virginia",293,17,4
06/19/2020,Chesapeake,709,105,16
06/19/2020,Chesterfield,2641,130,65
06/19/2020,Chickahominy,585,103,34
06/19/2020,Crater,1299,126,21
06/19/2020,"Cumberland Plateau",37,2,0
06/19/2020,"Eastern Shore",1289,106,41
06/19/2020,Fairfax,13369,1565,445
06/19/2020,Hampton,252,37,5
06/19/2020,Henrico,2368,241,138
06/19/2020,Lenowisco,46,16,4
06/19/2020,"Lord Fairfax",1798,155,62
06/19/2020,Loudoun,3504,232,82
06/19/2020,"Mount Rogers",613,63,23
06/19/2020,"New River",153,18,4
06/19/2020,Norfolk,707,89,7
06/19/2020,Peninsula,811,124,33
06/19/2020,Piedmont,947,79,7
06/19/2020,Pittsylvania-Danville,144,33,3
06/19/2020,Portsmouth,405,60,13
06/19/2020,"Prince William",8510,762,152
06/19/2020,Rappahannock,2230,202,32
06/19/2020,"Rappahannock Rapidan",1387,103,18
06/19/2020,Richmond,1929,200,29
06/19/2020,Roanoke,291,12,10
06/19/2020,Southside,363,47,26
06/19/2020,"Thomas Jefferson",739,81,19
06/19/2020,"Three Rivers",598,48,11
06/19/2020,"Virginia Beach",950,112,27
06/19/2020,"West Piedmont",367,36,5
06/19/2020,"Western Tidewater",710,78,46
06/20/2020,Alexandria,2217,231,49
06/20/2020,Alleghany,319,30,14
06/20/2020,Arlington,2405,411,126
06/20/2020,"Central Shenandoah",1870,148,32
06/20/2020,"Central Virginia",303,17,4
06/20/2020,Chesapeake,721,105,16
06/20/2020,Chesterfield,2733,130,65
06/20/2020,Chickahominy,597,103,34
06/20/2020,Crater,1314,126,21
06/20/2020,"Cumberland Plateau",37,2,0
06/20/2020,"Eastern Shore",1292,106,41
06/20/2020,Fairfax,13468,1566,448
06/20/2020,Hampton,258,37,5
06/20/2020,Henrico,2383,241,138
06/20/2020,Lenowisco,46,16,4
06/20/2020,"Lord Fairfax",1805,155,62
06/20/2020,Loudoun,3543,232,82
06/20/2020,"Mount Rogers",626,63,23
06/20/2020,"New River",169,19,4
06/20/2020,Norfolk,723,90,7
06/20/2020,Peninsula,835,124,33
06/20/2020,Piedmont,948,79,7
06/20/2020,Pittsylvania-Danville,154,33,3
06/20/2020,Portsmouth,405,60,13
06/20/2020,"Prince William",8567,761,152
06/20/2020,Rappahannock,2255,204,33
06/20/2020,"Rappahannock Rapidan",1393,103,18
06/20/2020,Richmond,1960,199,29
06/20/2020,Roanoke,308,13,10
06/20/2020,Southside,363,47,26
06/20/2020,"Thomas Jefferson",765,81,19
06/20/2020,"Three Rivers",620,48,11
06/20/2020,"Virginia Beach",956,112,27
06/20/2020,"West Piedmont",370,36,5
06/20/2020,"Western Tidewater",715,79,46
06/21/2020,Alexandria,2227,231,49
06/21/2020,Alleghany,319,30,14
06/21/2020,Arlington,2418,412,126
06/21/2020,"Central Shenandoah",1882,149,32
06/21/2020,"Central Virginia",304,17,4
06/21/2020,Chesapeake,733,105,16
06/21/2020,Chesterfield,2750,130,65
06/21/2020,Chickahominy,604,104,34
06/21/2020,Crater,1336,126,21
06/21/2020,"Cumberland Plateau",37,2,0
06/21/2020,"Eastern Shore",1301,106,42
06/21/2020,Fairfax,13546,1573,448
06/21/2020,Hampton,264,37,5
06/21/2020,Henrico,2413,240,138
06/21/2020,Lenowisco,46,16,4
06/21/2020,"Lord Fairfax",1844,156,62
06/21/2020,Loudoun,3585,248,83
06/21/2020,"Mount Rogers",632,64,23
06/21/2020,"New River",177,20,4
06/21/2020,Norfolk,737,90,7
06/21/2020,Peninsula,849,124,33
06/21/2020,Piedmont,948,79,7
06/21/2020,Pittsylvania-Danville,158,33,3
06/21/2020,Portsmouth,406,60,13
06/21/2020,"Prince William",8652,762,154
06/21/2020,Rappahannock,2275,205,33
06/21/2020,"Rappahannock Rapidan",1395,103,18
06/21/2020,Richmond,1985,199,29
06/21/2020,Roanoke,313,13,10
06/21/2020,Southside,364,47,26
06/21/2020,"Thomas Jefferson",784,81,19
06/21/2020,"Three Rivers",624,48,11
06/21/2020,"Virginia Beach",988,115,27
06/21/2020,"West Piedmont",373,36,5
06/21/2020,"Western Tidewater",725,79,46
06/22/2020,Alexandria,2236,231,49
06/22/2020,Alleghany,327,31,14
06/22/2020,Arlington,2424,412,126
06/22/2020,"Central Shenandoah",1897,150,34
06/22/2020,"Central Virginia",304,17,4
06/22/2020,Chesapeake,759,106,16
06/22/2020,Chesterfield,2770,130,65
06/22/2020,Chickahominy,607,104,35
06/22/2020,Crater,1350,128,21
06/22/2020,"Cumberland Plateau",37,2,0
06/22/2020,"Eastern Shore",1303,106,42
06/22/2020,Fairfax,13626,1581,452
06/22/2020,Hampton,271,37,5
06/22/2020,Henrico,2426,240,138
06/22/2020,Lenowisco,48,16,4
06/22/2020,"Lord Fairfax",1868,158,62
06/22/2020,Loudoun,3612,255,84
06/22/2020,"Mount Rogers",636,65,23
06/22/2020,"New River",177,20,4
06/22/2020,Norfolk,746,91,7
06/22/2020,Peninsula,863,124,33
06/22/2020,Piedmont,977,79,7
06/22/2020,Pittsylvania-Danville,160,33,3
06/22/2020,Portsmouth,419,62,13
06/22/2020,"Prince William",8684,763,154
06/22/2020,Rappahannock,2293,206,34
06/22/2020,"Rappahannock Rapidan",1402,103,18
06/22/2020,Richmond,2008,199,29
06/22/2020,Roanoke,324,13,10
06/22/2020,Southside,366,47,26
06/22/2020,"Thomas Jefferson",799,81,19
06/22/2020,"Three Rivers",625,48,11
06/22/2020,"Virginia Beach",1006,115,27
06/22/2020,"West Piedmont",376,36,5
06/22/2020,"Western Tidewater",739,80,46
06/23/2020,Alexandria,2248,231,49
06/23/2020,Alleghany,353,31,14
06/23/2020,Arlington,2431,414,126
06/23/2020,"Central Shenandoah",1911,152,34
06/23/2020,"Central Virginia",316,17,5
06/23/2020,Chesapeake,774,109,16
06/23/2020,Chesterfield,2849,132,68
06/23/2020,Chickahominy,615,104,35
06/23/2020,Crater,1355,129,21
06/23/2020,"Cumberland Plateau",37,2,0
06/23/2020,"Eastern Shore",1304,108,42
06/23/2020,Fairfax,13705,1588,459
06/23/2020,Hampton,271,38,5
06/23/2020,Henrico,2448,240,138
06/23/2020,Lenowisco,49,16,4
06/23/2020,"Lord Fairfax",1882,160,62
06/23/2020,Loudoun,3632,255,84
06/23/2020,"Mount Rogers",647,66,23
06/23/2020,"New River",180,20,4
06/23/2020,Norfolk,747,92,7
06/23/2020,Peninsula,873,124,33
06/23/2020,Piedmont,982,81,10
06/23/2020,Pittsylvania-Danville,160,33,3
06/23/2020,Portsmouth,421,66,16
06/23/2020,"Prince William",8745,769,155
06/23/2020,Rappahannock,2307,210,38
06/23/2020,"Rappahannock Rapidan",1417,104,18
06/23/2020,Richmond,2031,200,30
06/23/2020,Roanoke,343,13,10
06/23/2020,Southside,370,47,26
06/23/2020,"Thomas Jefferson",819,81,19
06/23/2020,"Three Rivers",626,49,12
06/23/2020,"Virginia Beach",1020,116,27
06/23/2020,"West Piedmont",381,36,6
06/23/2020,"Western Tidewater",745,80,46
06/24/2020,Alexandria,2258,231,50
06/24/2020,Alleghany,360,31,14
06/24/2020,Arlington,2438,415,126
06/24/2020,"Central Shenandoah",1924,155,34
06/24/2020,"Central Virginia",319,16,5
06/24/2020,Chesapeake,792,116,16
06/24/2020,Chesterfield,2920,132,68
06/24/2020,Chickahominy,618,105,36
06/24/2020,Crater,1397,133,21
06/24/2020,"Cumberland Plateau",39,2,0
06/24/2020,"Eastern Shore",1304,107,42
06/24/2020,Fairfax,13714,1597,464
06/24/2020,Hampton,276,38,5
06/24/2020,Henrico,2463,240,138
06/24/2020,Lenowisco,49,16,4
06/24/2020,"Lord Fairfax",1886,160,62
06/24/2020,Loudoun,3683,258,84
06/24/2020,"Mount Rogers",656,66,27
06/24/2020,"New River",188,21,4
06/24/2020,Norfolk,771,93,7
06/24/2020,Peninsula,886,124,33
06/24/2020,Piedmont,989,81,10
06/24/2020,Pittsylvania-Danville,161,33,3
06/24/2020,Portsmouth,426,66,16
06/24/2020,"Prince William",8824,772,157
06/24/2020,Rappahannock,2329,210,39
06/24/2020,"Rappahannock Rapidan",1423,106,18
06/24/2020,Richmond,2071,203,31
06/24/2020,Roanoke,359,14,10
06/24/2020,Southside,371,47,28
06/24/2020,"Thomas Jefferson",832,83,19
06/24/2020,"Three Rivers",607,48,10
06/24/2020,"Virginia Beach",1038,118,27
06/24/2020,"West Piedmont",392,38,7
06/24/2020,"Western Tidewater",751,80,46
06/25/2020,Alexandria,2271,231,50
06/25/2020,Alleghany,359,31,14
06/25/2020,Arlington,2445,416,127
06/25/2020,"Central Shenandoah",1951,155,34
06/25/2020,"Central Virginia",331,16,5
06/25/2020,Chesapeake,800,116,16
06/25/2020,Chesterfield,2951,133,68
06/25/2020,Chickahominy,621,104,35
06/25/2020,Crater,1408,136,21
06/25/2020,"Cumberland Plateau",41,2,0
06/25/2020,"Eastern Shore",1306,109,42
06/25/2020,Fairfax,13737,1604,471
06/25/2020,Hampton,281,38,5
06/25/2020,Henrico,2500,242,140
06/25/2020,Lenowisco,49,16,4
06/25/2020,"Lord Fairfax",1899,162,63
06/25/2020,Loudoun,3739,261,85
06/25/2020,"Mount Rogers",668,68,27
06/25/2020,"New River",188,22,5
06/25/2020,Norfolk,795,95,8
06/25/2020,Peninsula,891,126,34
06/25/2020,Piedmont,993,81,10
06/25/2020,Pittsylvania-Danville,168,36,3
06/25/2020,Portsmouth,442,67,16
06/25/2020,"Prince William",8855,777,158
06/25/2020,Rappahannock,2343,211,39
06/25/2020,"Rappahannock Rapidan",1423,106,18
06/25/2020,Richmond,2089,206,30
06/25/2020,Roanoke,359,14,10
06/25/2020,Southside,375,46,28
06/25/2020,"Thomas Jefferson",854,83,19
06/25/2020,"Three Rivers",609,48,10
06/25/2020,"Virginia Beach",1053,118,27
06/25/2020,"West Piedmont",394,38,7
06/25/2020,"Western Tidewater",758,81,46
06/26/2020,Alexandria,2287,237,56
06/26/2020,Alleghany,358,31,14
06/26/2020,Arlington,2449,417,132
06/26/2020,"Central Shenandoah",1973,160,34
06/26/2020,"Central Virginia",353,16,5
06/26/2020,Chesapeake,846,124,18
06/26/2020,Chesterfield,3001,134,68
06/26/2020,Chickahominy,627,106,35
06/26/2020,Crater,1427,140,21
06/26/2020,"Cumberland Plateau",41,2,0
06/26/2020,"Eastern Shore",1306,110,42
06/26/2020,Fairfax,13778,1616,477
06/26/2020,Hampton,296,39,5
06/26/2020,Henrico,2543,244,141
06/26/2020,Lenowisco,49,16,4
06/26/2020,"Lord Fairfax",1902,164,64
06/26/2020,Loudoun,3806,261,86
06/26/2020,"Mount Rogers",673,70,27
06/26/2020,"New River",195,22,5
06/26/2020,Norfolk,822,97,8
06/26/2020,Peninsula,905,126,34
06/26/2020,Piedmont,992,82,10
06/26/2020,Pittsylvania-Danville,179,37,3
06/26/2020,Portsmouth,449,67,16
06/26/2020,"Prince William",8905,785,159
06/26/2020,Rappahannock,2374,217,41
06/26/2020,"Rappahannock Rapidan",1428,107,18
06/26/2020,Richmond,2133,212,30
06/26/2020,Roanoke,360,14,10
06/26/2020,Southside,376,46,28
06/26/2020,"Thomas Jefferson",868,87,19
06/26/2020,"Three Rivers",623,48,9
06/26/2020,"Virginia Beach",1082,117,28
06/26/2020,"West Piedmont",401,38,7
06/26/2020,"Western Tidewater",763,82,46
06/27/2020,Alexandria,2303,238,57
06/27/2020,Alleghany,360,31,14
06/27/2020,Arlington,2454,417,132
06/27/2020,"Central Shenandoah",2003,163,34
06/27/2020,"Central Virginia",353,16,5
06/27/2020,Chesapeake,854,125,20
06/27/2020,Chesterfield,3062,134,68
06/27/2020,Chickahominy,630,107,36
06/27/2020,Crater,1456,142,26
06/27/2020,"Cumberland Plateau",58,2,0
06/27/2020,"Eastern Shore",1308,110,42
06/27/2020,Fairfax,13854,1623,482
06/27/2020,Hampton,305,41,5
06/27/2020,Henrico,2560,249,141
06/27/2020,Lenowisco,49,16,4
06/27/2020,"Lord Fairfax",1941,171,66
06/27/2020,Loudoun,3890,262,86
06/27/2020,"Mount Rogers",680,72,29
06/27/2020,"New River",199,22,5
06/27/2020,Norfolk,842,101,9
06/27/2020,Peninsula,926,126,34
06/27/2020,Piedmont,999,82,10
06/27/2020,Pittsylvania-Danville,186,38,3
06/27/2020,Portsmouth,455,68,16
06/27/2020,"Prince William",8970,789,160
06/27/2020,Rappahannock,2413,219,42
06/27/2020,"Rappahannock Rapidan",1432,107,20
06/27/2020,Richmond,2159,214,30
06/27/2020,Roanoke,363,14,10
06/27/2020,Southside,388,46,28
06/27/2020,"Thomas Jefferson",886,88,19
06/27/2020,"Three Rivers",627,48,9
06/27/2020,"Virginia Beach",1092,118,29
06/27/2020,"West Piedmont",414,38,7
06/27/2020,"Western Tidewater",776,83,46
06/28/2020,Alexandria,2312,238,57
06/28/2020,Alleghany,370,31,14
06/28/2020,Arlington,2464,417,132
06/28/2020,"Central Shenandoah",2025,165,36
06/28/2020,"Central Virginia",360,16,5
06/28/2020,Chesapeake,879,128,20
06/28/2020,Chesterfield,3076,134,68
06/28/2020,Chickahominy,635,107,36
06/28/2020,Crater,1457,142,26
06/28/2020,"Cumberland Plateau",58,2,0
06/28/2020,"Eastern Shore",1308,110,42
06/28/2020,Fairfax,13904,1625,487
06/28/2020,Hampton,310,41,5
06/28/2020,Henrico,2579,250,141
06/28/2020,Lenowisco,50,16,4
06/28/2020,"Lord Fairfax",1958,171,66
06/28/2020,Loudoun,3932,265,87
06/28/2020,"Mount Rogers",695,72,29
06/28/2020,"New River",215,22,5
06/28/2020,Norfolk,855,101,9
06/28/2020,Peninsula,942,126,34
06/28/2020,Piedmont,999,82,10
06/28/2020,Pittsylvania-Danville,188,39,3
06/28/2020,Portsmouth,459,68,16
06/28/2020,"Prince William",9019,790,160
06/28/2020,Rappahannock,2435,219,42
06/28/2020,"Rappahannock Rapidan",1433,107,20
06/28/2020,Richmond,2184,214,30
06/28/2020,Roanoke,368,14,10
06/28/2020,Southside,391,48,28
06/28/2020,"Thomas Jefferson",912,88,19
06/28/2020,"Three Rivers",635,49,9
06/28/2020,"Virginia Beach",1123,118,29
06/28/2020,"West Piedmont",429,38,7
06/28/2020,"Western Tidewater",777,83,46
06/29/2020,Alexandria,2317,238,57
06/29/2020,Alleghany,420,31,14
06/29/2020,Arlington,2466,418,132
06/29/2020,"Central Shenandoah",2042,165,36
06/29/2020,"Central Virginia",371,16,5
06/29/2020,Chesapeake,887,130,20
06/29/2020,Chesterfield,3091,134,68
06/29/2020,Chickahominy,639,107,36
06/29/2020,Crater,1466,143,28
06/29/2020,"Cumberland Plateau",61,2,0
06/29/2020,"Eastern Shore",1308,110,42
06/29/2020,Fairfax,13966,1627,493
06/29/2020,Hampton,316,41,5
06/29/2020,Henrico,2584,251,141
06/29/2020,Lenowisco,50,16,4
06/29/2020,"Lord Fairfax",1965,172,66
06/29/2020,Loudoun,3968,271,87
06/29/2020,"Mount Rogers",700,72,29
06/29/2020,"New River",230,22,5
06/29/2020,Norfolk,889,104,9
06/29/2020,Peninsula,961,126,34
06/29/2020,Piedmont,1008,84,10
06/29/2020,Pittsylvania-Danville,199,41,3
06/29/2020,Portsmouth,471,68,16
06/29/2020,"Prince William",9022,793,160
06/29/2020,Rappahannock,2442,219,42
06/29/2020,"Rappahannock Rapidan",1434,107,20
06/29/2020,Richmond,2195,218,30
06/29/2020,Roanoke,403,14,10
06/29/2020,Southside,392,48,28
06/29/2020,"Thomas Jefferson",916,88,19
06/29/2020,"Three Rivers",641,49,9
06/29/2020,"Virginia Beach",1145,118,29
06/29/2020,"West Piedmont",438,38,7
06/29/2020,"Western Tidewater",786,83,46
06/30/2020,Alexandria,2325,238,57
06/30/2020,Alleghany,486,31,15
06/30/2020,Arlington,2479,418,132
06/30/2020,"Central Shenandoah",2057,166,36
06/30/2020,"Central Virginia",386,16,5
06/30/2020,Chesapeake,895,130,20
06/30/2020,Chesterfield,3122,135,69
06/30/2020,Chickahominy,644,107,36
06/30/2020,Crater,1492,148,30
06/30/2020,"Cumberland Plateau",62,2,0
06/30/2020,"Eastern Shore",1311,111,42
06/30/2020,Fairfax,13976,1631,503
06/30/2020,Hampton,328,41,5
06/30/2020,Henrico,2591,254,141
06/30/2020,Lenowisco,53,17,4
06/30/2020,"Lord Fairfax",1974,174,67
06/30/2020,Loudoun,4000,275,87
06/30/2020,"Mount Rogers",707,72,29
