Report Date,Date VDH Notified,Status,Locality,FIPS,Facility,Facility Type,Cases,Deaths,Active
2021-01-15,2020-06-21,Outbreak Closed,Shenandoah,51171,Life Care Center of New Market,Nursing Home,108,22,0
2021-01-15,2020-12-29,Outbreak in Progress,Shenandoah,51171,Life Care Center of New Market,Nursing Home,20,0,1
2021-01-15,2020-05-06,Outbreak Closed,Shenandoah,51171,Pine Meadow,Assisted Living,*,0,0
2021-01-15,2020-11-24,Outbreak Pending Closure,Shenandoah,51171,Shenandoah Place,Assisted Living,23,6,0
2021-01-15,2020-03-30,Outbreak Closed,Shenandoah,51171,Skyline Terrace Nursing Home,Nursing Home,*,0,0
2021-01-15,2020-11-13,Outbreak Closed,Shenandoah,51171,Skyline Terrace Nursing Home,Nursing Home,*,0,0
2021-01-15,2020-12-28,Outbreak in Progress,Shenandoah,51171,Skyline Terrace Nursing Home,Nursing Home,63,0,1
2021-01-15,2020-11-26,Outbreak Pending Closure,Warren,51187,Commonwealth Senior Living - Front Royal,Assisted Living,61,5,0
2021-01-15,2020-09-20,Outbreak Closed,Warren,51187,Heritage Hall - Front Royal,Nursing Home,49,13,0
2021-01-15,2020-09-20,Outbreak Closed,Warren,51187,Lynn Care Center,Nursing Home,19,*,0
2021-01-15,2020-12-10,Outbreak in Progress,Warren,51187,Lynn Care Center,Nursing Home,17,0,1
2021-01-15,2020-06-18,Outbreak Closed,Warren,51187,Woods Cove Assisted Living,Assisted Living,45,*,0
2021-01-15,2020-11-16,Outbreak in Progress,Winchester,51840,Evergreen Health & Rehab,Nursing Home,145,10,1
2021-01-15,2020-12-03,Outbreak Closed,Winchester,51840,Sacred Heart Academy,K-12,11,0,0
2021-01-15,2020-11-22,Outbreak Pending Closure,Winchester,51840,The Willows at Meadow Branch,Assisted Living,37,*,0
2021-01-15,2020-12-05,Outbreak Pending Closure,Winchester,51840,Winchester Medical Center,Medical Facility,11,*,0
2021-01-15,2021-01-06,Outbreak in Progress,Winchester,51840,Winchester Medical Center,Medical Facility,24,0,1
2021-01-15,2020-04-06,Outbreak Closed,Loudoun,51107,Ashby Ponds,Multicare,62,10,0
2021-01-15,2020-04-23,Outbreak Closed,Loudoun,51107,Ashleigh at Lansdowne,Multicare,31,11,0
2021-01-15,2020-04-23,Outbreak Closed,Loudoun,51107,Atria Senior Living - Sterling,Assisted Living,19,*,0
2021-01-15,2020-08-10,Outbreak Closed,Loudoun,51107,Dominion High School,K-12,*,0,0
2021-01-15,2021-01-05,Outbreak in Progress,Loudoun,51107,Encompass Health Rehabilitation Hospital of Northern Virginia,Medical Facility,*,0,1
2021-01-15,2020-05-19,Outbreak Closed,Loudoun,51107,Heritage Hall - Leesburg,Nursing Home,90,17,0
2021-01-15,2020-09-18,Outbreak Closed,Loudoun,51107,Heritage Hall - Leesburg,Nursing Home,30,*,0
2021-01-15,2020-12-16,Outbreak Pending Closure,Loudoun,51107,Heritage High School,K-12,13,0,0
2021-01-15,2020-09-04,Outbreak Closed,Loudoun,51107,Inova Loudoun Nursing and Rehabilitation Center,Nursing Home,*,0,0
2021-01-15,2020-11-13,Outbreak in Progress,Loudoun,51107,Inova Loudoun Nursing and Rehabilitation Center,Nursing Home,69,16,1
2021-01-15,2020-03-28,Outbreak Closed,Loudoun,51107,Johnson Center At Falcons Landing,Multicare,71,6,0
2021-01-15,2020-12-17,Outbreak Pending Closure,Loudoun,51107,Johnson Center At Falcons Landing,Multicare,18,0,0
2021-01-15,2020-12-07,Outbreak Pending Closure,Loudoun,51107,Falcons Landing,Multicare,29,0,0
2021-01-15,2020-12-23,Outbreak Pending Closure,Loudoun,51107,Kiddie Academy - Leesburg,Daycare / Pre-K,7,0,0
2021-01-15,2020-11-17,Outbreak Pending Closure,Loudoun,51107,Lansdowne Heights Memory Care,Assisted Living,8,*,0
2021-01-15,2021-01-07,Outbreak in Progress,Loudoun,51107,Merit School of Broadlands,Daycare / Pre-K,*,0,1
2021-01-15,2020-10-28,Outbreak Closed,Loudoun,51107,Minnieland Academy - Stone Ridge,Daycare / Pre-K,*,0,0
2021-01-15,2020-04-23,Outbreak Closed,Loudoun,51107,Poet's Walk - Leesburg,Assisted Living,29,7,0
2021-01-15,2020-04-10,Outbreak Closed,Loudoun,51107,Potomac Falls Health & Rehab Center,Multicare,86,23,0
2021-01-15,2020-10-28,Outbreak Closed,Loudoun,51107,Potomac Falls Health & Rehab Center,Multicare,23,0,0
2021-01-15,2020-11-10,Outbreak Closed,Loudoun,51107,St. Paul VI Catholic High School,K-12,5,0,0
2021-01-15,2020-10-28,Outbreak Closed,Loudoun,51107,Sterling Park KinderCare,Daycare / Pre-K,*,0,0
2021-01-15,2020-04-07,Outbreak Closed,Loudoun,51107,Sunrise Senior Living - Countryside,Assisted Living,20,5,0
2021-01-15,2020-12-29,Outbreak Pending Closure,Loudoun,51107,The Goddard School of Leesburg,Daycare / Pre-K,*,0,0
2021-01-15,2020-12-29,Outbreak in Progress,Loudoun,51107,Tiny City Academy,Daycare / Pre-K,7,0,1
2021-01-15,2020-04-16,Outbreak Closed,Loudoun,51107,Tribute at One Loudoun,Multicare,48,12,0
2021-01-15,2020-12-01,Outbreak in Progress,Loudoun,51107,Tribute - One Loudoun,Multicare,16,*,1
2021-01-15,2020-11-07,Outbreak Closed,Loudoun,51107,Virginia Academy,K-12,6,0,0
2021-01-15,2020-04-13,Outbreak Closed,Loudoun,51107,Waltonwood at Ashburn,Multicare,9,*,0
2021-01-15,2020-11-19,Outbreak Pending Closure,Loudoun,51107,Waltonwood at Ashburn,Multicare,41,*,0
2021-01-15,2020-08-10,Outbreak Closed,Bland,51021,Kissito Healthcare - Bland County,Multicare,36,5,0
2021-01-15,2020-08-10,Outbreak Closed,Bristol,51520,NHC HealthCare - Bristol,Nursing Home,5,0,0
2021-01-15,2020-12-18,Outbreak in Progress,Bristol,51520,NHC HealthCare - Bristol,Nursing Home,136,*,1
2021-01-15,2020-11-14,Outbreak Pending Closure,Bristol,51520,Oakmont at Gordon Park,Multicare,7,0,0
2021-01-15,2020-08-04,Outbreak Closed,Bristol,51520,The Rehab Center at Bristol,Assisted Living,87,6,0
2021-01-15,2020-08-14,Outbreak Closed,Carroll,51035,Commonwealth Senior Living - Hillsville,Assisted Living,59,10,0
2021-01-15,2020-05-14,Outbreak Closed,Carroll,51035,Hillsville Health and Rehabilitation Center,Nursing Home,66,10,0
2021-01-15,2020-05-27,Outbreak Closed,Galax,51640,Galax Health and Rehab,Nursing Home,96,19,0
2021-01-15,2020-05-24,Outbreak Closed,Galax,51640,Waddell Nursing and Rehab Center,Nursing Home,36,6,0
2021-01-15,2020-08-30,Outbreak Closed,Grayson,51077,Grayson Rehabilitation and Health Center,Nursing Home,114,12,0
2021-01-15,2020-12-15,Outbreak in Progress,Smyth,51173,Francis Marion Manor Health & Rehabilitation,Nursing Home,39,5,1
2021-01-15,2020-11-03,Outbreak Pending Closure,Smyth,51173,Southwestern Virginia Mental Health Institute,Medical Facility,86,*,0
2021-01-15,2020-08-30,Outbreak in Progress,Smyth,51173,Valley Health Care Center,Nursing Home,185,26,1
2021-01-15,2021-01-06,Outbreak in Progress,Washington,51191,Abingdon Health & Rehab Center,Nursing Home,24,*,1
2021-01-15,2020-09-10,Outbreak in Progress,Washington,51191,Accordius Health - Abingdon,Multicare,90,9,1
2021-01-15,2020-09-28,Outbreak Pending Closure,Washington,51191,Commonwealth Senior Living - Abingdon,Multicare,48,9,0
2021-01-15,2020-12-17,Outbreak Pending Closure,Washington,51191,E.B. Stanley Middle School,K-12,9,0,0
2021-01-15,2020-04-03,Outbreak Closed,Washington,51191,English Meadows Senior Living Community,Assisted Living,11,*,0
2021-01-15,2020-07-10,Outbreak Closed,Wythe,51197,Carrington Place Health & Rehab Center - Rural Retreat,Nursing Home,*,0,0
2021-01-15,2020-06-30,Outbreak Closed,Wythe,51197,Carrington Place Health & Rehab Center - Rural Retreat,Nursing Home,*,0,0
2021-01-15,2020-11-08,Outbreak Pending Closure,Wythe,51197,Carrington Place at Wythville-Birdmont Center,Nursing Home,70,7,0
2021-01-15,2020-06-25,Outbreak Closed,Floyd,51063,Skyline Nursing and Rehabilitation Center,Nursing Home,5,*,0
2021-01-15,2020-08-24,Outbreak Closed,Floyd,51063,Skyline Nursing and Rehabilitation Center,Nursing Home,68,14,0
2021-01-15,2020-10-23,Outbreak in Progress,Giles,51071,Heritage Hall - Giles,Nursing Home,88,*,1
2021-01-15,2020-12-28,Outbreak in Progress,Montgomery,51121,Commonwealth Senior Living - Christiansburg,Assisted Living,25,0,1
2021-01-15,2020-10-16,Outbreak in Progress,Montgomery,51121,Showalter Center,Assisted Living,94,12,1
2021-01-15,2020-12-07,Outbreak in Progress,Pulaski,51155,Highland Ridge Rehab Center,Nursing Home,106,0,1
2021-01-15,2020-11-02,Outbreak Pending Closure,Pulaski,51155,Pulaski Health & Rehabilitation Center,Nursing Home,96,18,0
2021-01-15,2020-10-20,Outbreak in Progress,Radford,51750,Radford Health & Rehab Center,Nursing Home,63,12,1
2021-01-15,2020-07-08,Outbreak Closed,Norfolk,51710,Autumn Care of Norfolk,Nursing Home,13,0,0
2021-01-15,2020-07-07,Outbreak Closed,Norfolk,51710,Commonwealth Senior Living - Leigh Hall,Assisted Living,9,*,0
2021-01-15,2020-06-29,Outbreak Closed,Norfolk,51710,Consulate Health Care of Norfolk,Nursing Home,107,5,0
2021-01-15,2020-07-13,Outbreak Closed,Norfolk,51710,Harbor's Edge,Assisted Living,14,*,0
2021-01-15,2020-07-13,Outbreak Closed,Norfolk,51710,Lake Taylor Transitional Care Hospital,Nursing Home,17,*,0
2021-01-15,2020-03-28,Outbreak Closed,Norfolk,51710,Norfolk Health & Rehabilitation Center,Nursing Home,*,0,0
2021-01-15,2020-06-25,Outbreak Closed,Norfolk,51710,Pelican Health - Norfolk,Assisted Living,5,0,0
2021-01-15,2020-12-02,Outbreak Pending Closure,Norfolk,51710,Pelican Health - Norfolk,Assisted Living,19,*,0
2021-01-15,2020-06-05,Outbreak Closed,Norfolk,51710,Signature HealthCARE - Norfolk,Nursing Home,126,13,0
2021-01-15,2020-07-07,Outbreak Closed,Norfolk,51710,St. Mary's Home,Nursing Home,22,0,0
2021-01-15,2020-07-05,Outbreak Closed,Norfolk,51710,Commonwealth Senior Living - The Ballentine,Assisted Living,8,*,0
2021-01-15,2020-11-21,Outbreak Pending Closure,James City,51095,Brookdale Senior Living - Williamsburg,Assisted Living,16,*,0
2021-01-15,2020-04-16,Outbreak Closed,James City,51095,Brookdale Senior Living - Chambrel Williamsburg,Assisted Living,20,*,0
2021-01-15,2020-04-06,Outbreak Closed,James City,51095,Consulate Health Care of Williamsburg,Nursing Home,9,*,0
2021-01-15,2020-12-17,Outbreak in Progress,James City,51095,Consulate Health Care of Williamsburg,Nursing Home,37,0,1
2021-01-15,2020-07-08,Outbreak Closed,James City,51095,Edgeworth Park at New Town,Assisted Living,*,0,0
2021-01-15,2020-12-17,Outbreak Pending Closure,James City,51095,Morningside of Williamsburg,Assisted Living,30,6,0
2021-01-15,2020-11-21,Outbreak Closed,James City,51095,The Kensington School,K-12,14,0,0
2021-01-15,2020-04-23,Outbreak Closed,James City,51095,WindsorMeade,Multicare,5,0,0
2021-01-15,2020-11-18,Outbreak Pending Closure,James City,51095,WindsorMeade,Multicare,7,*,0
2021-01-15,2020-11-04,Outbreak Closed,Newport News,51700,Heart & Soul Assisted Living,Assisted Living,19,0,0
2021-01-15,2020-07-11,Outbreak Closed,Newport News,51700,Hilton Plaza,Assisted Living,5,*,0
2021-01-15,2020-05-14,Outbreak Closed,Newport News,51700,James River Convalescent and Rehabilitation Center,Nursing Home,*,0,0
2021-01-15,2020-09-01,Outbreak Closed,Newport News,51700,James River Convalescent and Rehabilitation Center,Nursing Home,71,8,0
2021-01-15,2020-12-31,Outbreak in Progress,Newport News,51700,Mennowood Retirement Community,Assisted Living,39,*,1
2021-01-15,2020-11-16,Outbreak Pending Closure,Newport News,51700,Newport News Behavioral Health Center,Behavioral Health_Inpatient or Outpatient Medical,40,0,0
2021-01-15,2020-07-08,Outbreak Closed,Newport News,51700,Newport News Nursing and Rehabilitation Center,Nursing Home,27,6,0
2021-01-15,2020-12-16,Outbreak Pending Closure,Newport News,51700,Newport News Nursing and Rehabilitation Center,Nursing Home,44,0,0
2021-01-15,2020-12-01,Outbreak Pending Closure,Newport News,51700,The Newport Convalescent and Rehabilitation Center,Nursing Home,42,5,0
2021-01-15,2020-12-08,Outbreak Pending Closure,Newport News,51700,St. Francis Nursing Center,Nursing Home,6,0,0
2021-01-15,2020-11-19,Outbreak in Progress,Newport News,51700,The Chesapeake,Nursing Home,23,*,1
2021-01-15,2020-03-30,Outbreak Closed,Newport News,51700,The Gardens at Warwick Forest,Nursing Home,7,0,0
2021-01-15,2020-07-19,Outbreak Closed,Newport News,51700,The Gardens at Warwick Forest,Nursing Home,36,5,0
2021-01-15,2020-12-19,Outbreak in Progress,Newport News,51700,The Gardens at Warwick Forest,Nursing Home,47,0,1
2021-01-15,2020-11-25,Outbreak Pending Closure,Poquoson,51735,Bayside of Poquoson Health and Rehab,Nursing Home,69,5,0
2021-01-15,2020-12-09,Outbreak Pending Closure,Williamsburg,51830,Dominion Village at Williamsburg,Assisted Living,28,*,0
2021-01-15,2020-12-21,Outbreak in Progress,Williamsburg,51830,Edgeworth Park at New Town,Assisted Living,7,0,1
2021-01-15,2020-03-31,Outbreak Closed,Williamsburg,51830,Envoy of Williamsburg,Nursing Home,29,*,0
2021-01-15,2020-10-30,Outbreak Closed,Williamsburg,51830,Matoaka Elementary School,K-12,*,0,0
2021-01-15,2020-07-22,Outbreak Closed,Williamsburg,51830,Williamsburg Landing,Multicare,9,0,0
2021-01-15,2021-01-05,Outbreak in Progress,York,51199,Commonwealth Senior Living - Williamsburg,Nursing Home,16,0,1
2021-01-15,2020-07-22,Outbreak Closed,York,51199,Regency Health & Rehabilitation Center,Nursing Home,7,0,0
2021-01-15,2020-05-11,Outbreak Closed,York,51199,Regency Health & Rehabilitation Center,Nursing Home,*,0,0
2021-01-15,2020-11-07,Outbreak Pending Closure,York,51199,Regency Health & Rehabilitation Center,Nursing Home,22,0,0
2021-01-15,2020-08-20,Outbreak Closed,York,51199,York Convalescent and Rehabilitation Center,Nursing Home,*,0,0
2021-01-15,2020-12-22,Outbreak Pending Closure,York,51199,York Convalescent and Rehabilitation Center,Nursing Home,*,0,0
2021-01-15,2020-07-17,Outbreak Closed,Amelia,51007,Wellsprings at Amelia,Nursing Home,39,*,0
2021-01-15,2020-12-15,Outbreak in Progress,Amelia,51007,Wellsprings at Amelia Rehab and Nursing Center,Nursing Home,117,10,1
2021-01-15,2020-12-04,Outbreak in Progress,Buckingham,51029,Heritage Hall - Dillwyn,Nursing Home,69,6,1
2021-01-15,2020-08-12,Outbreak Closed,Lunenburg,51111,Jan's Residential Home,Assisted Living,5,*,0
2021-01-15,2020-07-15,Outbreak Closed,Nottoway,51135,Heritage Hall - Blackstone,Nursing Home,*,0,0
2021-01-15,2020-10-14,Outbreak in Progress,Nottoway,51135,Heritage Hall - Blackstone,Nursing Home,105,12,1
2021-01-15,2020-05-28,Outbreak Closed,Nottoway,51135,Hickory Hill Retirement Community,Assisted Living,57,7,0
2021-01-15,2020-12-28,Outbreak in Progress,Nottoway,51135,Piedmont Geriatric Hospital,Medical Facility,59,0,1
2021-01-15,2020-04-08,Outbreak Closed,Prince Edward,51147,Farmville Health and Rehabilitation Center,Nursing Home,49,5,0
2021-01-15,2020-10-23,Outbreak in Progress,Prince Edward,51147,Farmville Health and Rehabilitation Center,Nursing Home,34,*,1
2021-01-15,2020-12-22,Outbreak in Progress,Prince Edward,51147,The Woodland,Assisted Living,10,0,1
2021-01-15,2020-09-24,Outbreak Closed,Prince Edward,51147,The Woodland,Assisted Living,16,0,0
2021-01-15,2020-04-16,Outbreak Closed,Danville,51590,Brookdale Senior Living - Danville Piedmont,Assisted Living,*,*,0
2021-01-15,2020-09-06,Outbreak Closed,Danville,51590,Brookdale Senior Living - Danville Piedmont,Assisted Living,5,0,0
2021-01-15,2020-07-13,Outbreak Closed,Danville,51590,Riverside Health & Rehabilitation Center,Multicare,81,13,0
2021-01-15,2020-11-14,Outbreak Closed,Danville,51590,Riverside Health & Rehabilitation Center,Multicare,39,*,0
2021-01-15,2020-07-20,Outbreak Closed,Danville,51590,Roman Eagle Rehabilitation and Health Care,Nursing Home,120,16,0
2021-01-15,2020-11-30,Outbreak Closed,Danville,51590,Sacred Heart Catholic School,K-12,7,0,0
2021-01-15,2020-11-12,Outbreak Closed,Danville,51590,Southern Virginia Mental Health Institute,Medical Facility,24,0,0
2021-01-15,2020-10-13,Outbreak Closed,Danville,51590,Stratford Rehabilitation Center,Multicare,28,*,0
2021-01-15,2020-12-15,Outbreak in Progress,Danville,51590,Westover Christian Academy,K-12,19,0,1
2021-01-15,2020-11-18,Outbreak in Progress,Pittsylvania,51143,Chatham Health and Rehabilitation Center,Nursing Home,80,16,1
2021-01-15,2020-08-17,Outbreak Pending Closure,Portsmouth,51740,Autumn Care of Portsmouth,Nursing Home,77,10,0
2021-01-15,2020-07-28,Outbreak Closed,Portsmouth,51740,Emily Green Shores Assisted Living Facility,Assisted Living,20,0,0
2021-01-15,2020-11-05,Outbreak Pending Closure,Portsmouth,51740,Lucas Lodge Residential,Group Home,17,0,0
2021-01-15,2020-04-27,Outbreak Closed,Portsmouth,51740,Mayfair House Assisted Living,Assisted Living,5,*,0
2021-01-15,2020-07-16,Outbreak Closed,Portsmouth,51740,Portside Health & Rehab Center,Nursing Home,38,5,0
2021-01-15,2020-11-20,Outbreak Pending Closure,Portsmouth,51740,Portsmouth Christian School,K-12,22,0,0
2021-01-15,2020-08-17,Outbreak Pending Closure,Portsmouth,51740,Portsmouth Health and Rehab,Nursing Home,13,5,0
2021-01-15,2020-08-17,Outbreak Closed,Portsmouth,51740,Province Place of Maryview,Assisted Living,10,0,0
2021-01-15,2020-07-16,Outbreak Closed,Portsmouth,51740,Pruden Place,Assisted Living,9,0,0
2021-01-15,2020-12-22,Outbreak Pending Closure,Prince William,51153,All Saints Catholic School,K-12,5,0,0
2021-01-15,2020-04-18,Outbreak Closed,Prince William,51153,Arbor Terrace - Sudley Manor,Assisted Living,23,10,0
2021-01-15,2020-04-19,Outbreak Closed,Prince William,51153,Birmingham Green,Multicare,132,34,0
2021-01-15,2020-11-13,Outbreak Closed,Prince William,51153,Crème de la Crème,Daycare / Pre-K,*,0,0
2021-01-15,2020-05-16,Outbreak Closed,Prince William,51153,Envoy of Woodbridge,Nursing Home,80,8,0
2021-01-15,2020-12-22,Outbreak Pending Closure,Prince William,51153,Evangel Christian School,K-12,16,0,0
2021-01-15,2020-04-18,Outbreak Closed,Prince William,51153,Gainesville Health & Rehab Center,Nursing Home,68,10,0
2021-01-15,2021-01-07,Outbreak in Progress,Prince William,51153,Gainesville Health & Rehab Center,Nursing Home,7,0,1
2021-01-15,2020-12-22,Outbreak Pending Closure,Prince William,51153,The Goddard School of Woodbridge,Daycare / Pre-K,9,0,0
2021-01-15,2020-05-09,Outbreak Closed,Prince William,51153,HarborChase of Prince William Commons,Multicare,28,7,0
2021-01-15,2020-03-27,Outbreak Closed,Prince William,51153,Lake Manassas Health & Rehabilitation Center,Nursing Home,8,*,0
2021-01-15,2021-01-04,Outbreak in Progress,Prince William,51153,Lake Manassas Health & Rehabilitation Center,Nursing Home,93,0,1
2021-01-15,2020-05-18,Outbreak Closed,Prince William,51153,Manassas Health & Rehab Center,Nursing Home,11,*,0
2021-01-15,2020-08-26,Outbreak Pending Closure,Prince William,51153,Manassas Nursing and Rehabilitation Center,Nursing Home,*,0,0
2021-01-15,2020-12-30,Outbreak in Progress,Prince William,51153,Minnieland Academy - Wellington,Daycare / Pre-K,5,0,1
2021-01-15,2020-12-01,Outbreak in Progress,Prince William,51153,Paramount Senior Living - Manassas,Assisted Living,23,0,1
2021-01-15,2020-05-09,Outbreak Closed,Prince William,51153,Potomac Place,Assisted Living,25,*,0
2021-01-15,2020-08-26,Outbreak Closed,Prince William,51153,Potomac Place Assisted Living,Assisted Living,6,0,0
2021-01-15,2020-05-09,Outbreak Closed,Prince William,51153,Tribute at The Glen,Assisted Living,9,*,0
2021-01-15,2020-11-17,Outbreak in Progress,Prince William,51153,Tribute - The Glen,Assisted Living,33,0,1
2021-01-15,2020-04-18,Outbreak Closed,Prince William,51153,Westminster at Lake Ridge,Multicare,32,*,0
2021-01-15,2020-04-17,Outbreak Closed,Prince William,51153,Willow Oaks Assisted Living at Birmingham Green,Assisted Living,28,*,0
2021-01-15,2020-08-06,Outbreak Closed,Caroline,51033,Caroline High School,K-12,*,0,0
2021-01-15,2020-07-15,Outbreak Closed,Fredericksburg,51630,"Hughes Home, Inc.",Assisted Living,43,6,0
2021-01-15,2021-01-07,Outbreak in Progress,Fredericksburg,51630,"Hughes Home, Inc.",Assisted Living,29,0,1
2021-01-15,2020-06-03,Outbreak Closed,Fredericksburg,51630,Poet's Walk,Assisted Living,14,0,0
2021-01-15,2020-08-25,Outbreak Closed,Fredericksburg,51630,Poet's Walk Memory Care,Assisted Living,*,0,0
2021-01-15,2020-05-02,Outbreak Closed,King George,51099,Heritage Hall - King George,Nursing Home,10,0,0
2021-01-15,2020-08-23,Outbreak Closed,King George,51099,Heritage Hall - King George,Nursing Home,5,0,0
2021-01-15,2020-12-03,Outbreak in Progress,King George,51099,Heritage Hall - King George,Nursing Home,27,*,1
2021-01-15,2020-12-13,Outbreak in Progress,Spotsylvania,51177,Bickford Senior Living,Assisted Living,35,*,1
2021-01-15,2020-08-21,Outbreak Closed,Spotsylvania,51177,Cardinal Village,Assisted Living,37,5,0
2021-01-15,2020-06-02,Outbreak Closed,Spotsylvania,51177,Carriage Hill Health & Rehab Center,Nursing Home,115,20,0
2021-01-15,2020-08-27,Outbreak in Progress,Spotsylvania,51177,Fredericksburg Health and Rehab,Nursing Home,83,7,1
2021-01-15,2020-06-03,Outbreak Closed,Spotsylvania,51177,Paramount Senior Living,Assisted Living,*,0,0
2021-01-15,2020-11-04,Outbreak Closed,Spotsylvania,51177,Spotsylvania High School,K-12,*,0,0
2021-01-15,2020-08-12,Outbreak Closed,Spotsylvania,51177,Spring Arbor Senior Living - Fredericksburg,Assisted Living,17,*,0
2021-01-15,2020-12-21,Outbreak in Progress,Spotsylvania,51177,Spring Arbor Senior Living - Fredericksburg,Assisted Living,28,0,1
2021-01-15,2020-12-28,Outbreak in Progress,Stafford,51179,Commonwealth Senior Living - Fredericksburg,Assisted Living,27,*,1
2021-01-15,2020-08-22,Outbreak Closed,Stafford,51179,Commonwealth Senior Living - Stafford,Assisted Living,*,0,0
2021-01-15,2020-12-03,Outbreak in Progress,Stafford,51179,Falls Run Nursing and Rehabilitation Center,Multicare,20,*,1
2021-01-15,2020-08-05,Outbreak Closed,Stafford,51179,Harmony at Falls Run,Assisted Living,25,*,0
2021-01-15,2020-09-30,Outbreak Closed,Stafford,51179,Heartfields of Fredericksburg,Assisted Living,*,0,0
2021-01-15,2021-01-07,Outbreak in Progress,Stafford,51179,Marian Manor Assisted Living,Assisted Living,45,0,1
2021-01-15,2020-11-12,Outbreak Closed,Stafford,51179,Rivermont School - Greater Petersburg,K-12,8,0,0
2021-01-15,2020-08-22,Outbreak Closed,Stafford,51179,Woodmont Center,Nursing Home,27,*,0
2021-01-15,2020-11-17,Outbreak Closed,Stafford,51179,Woodmont Center,Nursing Home,7,0,0
2021-01-15,2020-07-21,Outbreak Closed,Culpeper,51047,Culpeper Health & Rehabilitation Center,Nursing Home,31,*,0
2021-01-15,2020-12-30,Outbreak in Progress,Culpeper,51047,Culpeper Health & Rehabilitation Center,Nursing Home,30,*,1
2021-01-15,2020-12-07,Outbreak Pending Closure,Culpeper,51047,Our Father's House,Assisted Living,8,0,0
2021-01-15,2020-12-09,Outbreak in Progress,Culpeper,51047,The Culpeper,Multicare,19,*,1
2021-01-15,2020-08-14,Outbreak Pending Closure,Fauquier,51061,Brookside Rehab and Nursing Center,Nursing Home,95,16,0
2021-01-15,2020-08-04,Outbreak Closed,Fauquier,51061,C.M. Bradley Elementary School,K-12,*,0,0
2021-01-15,2020-10-29,Outbreak Pending Closure,Fauquier,51061,Highland School,K-12,7,0,0
2021-01-15,2020-08-12,Outbreak Closed,Madison,51113,Countryside Assisted Living,Assisted Living,13,*,0
2021-01-15,2020-12-31,Outbreak in Progress,Madison,51113,Countryside Assisted Living,Assisted Living,*,0,1
2021-01-15,2020-11-05,Outbreak in Progress,Madison,51113,Mountain View Nursing Home,Nursing Home,20,*,1
2021-01-15,2020-06-03,Outbreak Closed,Orange,51137,Dogwood Village of Orange County,Nursing Home,*,0,0
2021-01-15,2020-12-16,Outbreak in Progress,Orange,51137,Fox Trail Senior Living - Orange,Assisted Living,25,*,1
2021-01-15,2020-05-28,Outbreak Closed,Orange,51137,The Village at Gordon House,Assisted Living,*,0,0
2021-01-15,2020-10-09,Outbreak Closed,Rappahannock,51157,Paramount Senior Living,Assisted Living,41,*,0
2021-01-15,2020-12-07,Outbreak in Progress,Richmond City,51760,Beaufont Health & Rehabilitation Center,Nursing Home,23,0,1
2021-01-15,2020-08-17,Outbreak Closed,Richmond City,51760,Bonview Rehabilitation and Healthcare,Multicare,68,6,0
2021-01-15,2020-11-19,Outbreak in Progress,Richmond City,51760,Bonview Rehabilitation and Healthcare,Multicare,56,*,1
2021-01-15,2020-11-16,Outbreak Closed,Richmond City,51760,Children's Hospital of Richmond,Medical Facility,*,0,0
2021-01-15,2020-10-26,Outbreak Closed,Richmond City,51760,Chippenham Hospital,Medical Facility,*,0,0
2021-01-15,2020-11-17,Outbreak Closed,Richmond City,51760,Chippenham Hospital,Medical Facility,11,0,0
2021-01-15,2020-12-02,Outbreak Pending Closure,Richmond City,51760,Chippenham Hospital,Medical Facility,*,0,0
2021-01-15,2020-12-31,Outbreak in Progress,Richmond City,51760,Chippenham Hospital,Medical Facility,10,0,1
2021-01-15,2020-12-31,Outbreak in Progress,Richmond City,51760,Chippenham Hospital,Medical Facility,*,0,1
2021-01-15,2020-12-08,Outbreak Closed,Richmond City,51760,Coles Retirement Home,Assisted Living,19,0,0
2021-01-15,2020-12-03,Outbreak Pending Closure,Richmond City,51760,DLM Palace Rest Home,Assisted Living,21,0,0
2021-01-15,2020-07-24,Outbreak Closed,Richmond City,51760,ManorCare Health Services - Imperial,Nursing Home,79,12,0
2021-01-15,2020-12-14,Outbreak Pending Closure,Richmond City,51760,ManorCare Health Services - Imperial,Nursing Home,12,5,0
2021-01-15,2020-11-20,Outbreak Closed,Richmond City,51760,Hunter Holmes McGuire VA Medical Center,Medical Facility,*,0,0
2021-01-15,2020-12-11,Outbreak Pending Closure,Richmond City,51760,O'Brien Home for the Elderly,Assisted Living,14,0,0
2021-01-15,2020-12-05,Outbreak Closed,Richmond City,51760,Winthrop Manor,Assisted Living,20,*,0
2021-01-15,2020-09-25,Outbreak Closed,Richmond City,51760,Sitter & Barfoot Veterans Care Center,Nursing Home,52,12,0
2021-01-15,2020-04-20,Outbreak Closed,Richmond City,51760,The Towers,Assisted Living,5,0,0
2021-01-15,2020-07-15,Outbreak Closed,Richmond City,51760,The Towers,Assisted Living,7,0,0
2021-01-15,2020-03-28,Outbreak Closed,Richmond City,51760,The Virginia Home,Nursing Home,13,0,0
2021-01-15,2020-08-20,Outbreak Closed,Richmond City,51760,The Virginia Home,Nursing Home,9,0,0
2021-01-15,2020-11-06,Outbreak Closed,Richmond City,51760,The Virginia Home,Nursing Home,*,0,0
2021-01-15,2020-12-11,Outbreak in Progress,Richmond City,51760,The Virginia Home,Nursing Home,*,0,1
